quote,character
"I had a curious dream. I was talking to someone, not anyone I knew very well. Just talking. Then when I looked, I saw it wasn’t that person at all I was talking to. It was somebody else. Very odd.",marple
"“Could I see the mistress of the house, please?”",marple
“I told Megan to stay with Rose.”,marple
'Did it seem to have upset her?',marple
"isn't it?""",marple
"“Fact is, I’d left London the afternoon before. I was staying at Danebury Head.”",marple
as there are no lines spoken by Marple in the provided text.,marple
"""character"",""How often have you had an opportunity of seeing real pearls of that size, Mrs. Harmon?""",marple
A kind friend gave me this trip as a gift. I am very grateful. I have not seen very many big and famous houses in my life.,marple
“And if the police choose to be stupid—”,marple
"” said Miss Marple, “meeting again so soon—such a small world, isn’t it?”",marple
"If you wished to kill anyone, I shouldn’t be at all satisfied to trust to fright. I know one reads of people dying of it, but it seems a very uncertain sort of thing, and the most nervous people are far more brave than one really thinks they are. I should like something definite and certain, and make a thoroughly good plan about it.",marple
"I understand.""",marple
"You feel quite sure, in your own mind, that the girl was—dead?",marple
"Who was your sister afraid of, Dr. Kennedy?",marple
"“Yes,”",marple
"” she said, “if this post is really what you’re looking for?",marple
"""A box of marrons glacés is an expensive taste which I cannot often gratify.",marple
It might be worse.,marple
"“You’re very kind,” said Miss Marple, “but I don’t think today I feel quite strong enough for expeditions. Perhaps tomorrow if there is anything interesting to see.”",marple
"But of course, she would have to wear Miss Barton’s clothes, and they would probably be a little tight on her, so that her general appearance would look as though she had got a little fatter. That’s why I asked that question. A gentleman would be sure to think it was the lady who had got fatter, and not the clothes that had got smaller—though that isn’t quite the right way of putting it.",marple
“When?”,marple
"""Of course it is wicked,""",marple
Have you been to Stonygates before?,marple
"""For instance Mrs. Carruthers had a very strange experience yesterday morning.""",marple
Miss Marple had been right again.,marple
"That, of course (I don’t want to be snobbish, but I’m afraid it’s unavoidable), that’s what a girl of—of our class would do.",marple
Aren’t the police doing anything?,marple
"“we can’t help—well, thinking about that sort of thing. I mean, there must be some explanation. If the police seem sure it wasn’t an accident, well then it must have been done by somebody and—well, I mean, Miss Temple was a stranger to this place here. It doesn’t seem as if anyone could have done it—anyone local I mean. So it really comes back to—well, I mean, to all of us who were in the coach, doesn’t it?""",marple
"you know, Miss Helier,""",marple
”You think it’s going all right? A success? We’re making a go of it?”,marple
"Now, you are laughing at me, my dears,’ said Miss Marple placidly. ‘You think that because I have lived in this out-of-the-way spot all my life I am not likely to have had any very interesting experiences.’",marple
"“Only she couldn’t go on and marry Walter Fane,”",marple
"""Thank you, sir. I needn’t tell you that I’m much obliged to you. It’s wonderful,""",marple
""" said Miss Marple. “Actually the next thing was my arrival at The Old Manor House. The kindness of my reception and taking up my stay there under their hospitable roof. That again had been arranged by Mr. Rafiel. So I knew that I must go there, but not for what reason I was to go there. It might be merely a place where more information would come to me to lead me onwards in my quest. I am sorry,” Miss Marple said, suddenly becoming her normal apologetic and slightly fussy self, “I am talking at much too great a length. I really must not inflict on you all that I thought and….”",marple
"""“it would be a gamble, a risk—but it could happen. And then,” she went on, “there’s the third possibility.”",marple
"“Oh no,” said Miss Marple. “I live in the country. A very small place halfway between Loomouth and Market Basing. About twenty-five miles from London. It used to be a very pretty old-world village but of course like everything else, it is becoming what they call developed nowadays.”",marple
"Marriage! If Josie and Mark Gaskell were actually married—then the whole thing was clear. As we know now, Mark and Josie were married a year ago. They were keeping it dark until Mr. Jefferson died.",marple
"on investigation, you decided that the—the person—is not involved in any way—well, I shall have been quite wrong.’",marple
“I’m so glad you don’t think I’m just a sensation hunter.”,marple
"now, Jane, I can’t remember—if I ever heard, that is. An adoption society, maybe? Or some unwanted child that Gulbrandsen had heard about. Why? Do you think it’s important?”",marple
revealing a shallow well beneath. It was empty.,marple
"That makes it very difficult, doesn’t it?",marple
"""It's exciting in a way,""",marple
"I know, she impressed it on me, didn’t she? She chose death for herself, at the price of her daughter going free. She forced it on me as a dying request…",marple
“No. That was a mistake. He made—er—rather a foolish statement.”,marple
"""Yes. But really, Inspector, I don’t see what you’re driving at . . .""",marple
Where did you leave her?,marple
“And where do the Dysons live?”,marple
"dear,’ said Miss Marple, “just back to my bungalow, to see where I could possibly have put that pattern. I was so sure I had brought it with me. You’ll be quite all right till I come back, won’t you?”",marple
dear? That was clever of you. I should suggest your uncle’s own desk would be the most likely. Was it the tall escritoire against the wall there?’,marple
I think that she had rearranged the bricks of the fallen greenhouse and piled up earth and turf over most of it.,marple
One gets over all that nonsense,marple
‘Who can say?’,marple
"“You’re going to recover completely,”",marple
"I do know it's very sad and all that, but then I don't know the girl—and when you've seen her you'll understand what I mean when I say she doesn't look real at all.""",marple
"""""Certainly,” said Inspector Slack. “Have you any ideas on the subject?”",marple
"I don’t know about secret papers,”",marple
"Everyone says ‘her father’ and drops their voice, and that is that. What did the man do? Is he alive still?",marple
"“I have been reading a lot of American detective stories from the library lately,”",marple
"‘And their initial letters spell “DEATH”, explained Miss Marple.",marple
"""""Well, as a matter of fact, I have,” said Miss Marple. “May I ask you a question? Are fingerprints of no use to you?”",marple
"""It is so wicked,""",marple
“I didn’t exactly mean that.”,marple
‘Then isn’t your case quite clear?’,marple
"I expect,” said Miss Marple thoughtfully. “She’s dead, isn’t she, Inspector?”",marple
"Then why, was she wearing an old dress?",marple
"""It is not a question of how you regard it, Mr. Fortescue. I’m speaking merely of a question of",marple
"I'm right, am I not, Sir Henry?",marple
"‘I’ll come down and see for myself,’",marple
"""“What I would really like—” Miss Marple hesitated.",marple
“But you understand?”,marple
"“I really do think it’s your duty, Archie,”",marple
“Oh—” said Miss Marple.,marple
"""Well, he can’t have been a real gardener, can he?’ said Miss Marple. ‘Gardeners",marple
"You do believe me, don’t you? I mean, that there’s nothing between Lawrence and me.",marple
"""Nothing,""",marple
"""Dear me, I’ve forgotten it now, but—""",marple
You’re quite unique.,marple
Here is Lewis. How odd. He seldom comes out in the garden.,marple
"""Perhaps,""you would like to see the garden.""",marple
"“You draw lots. One person’s the murderer, nobody knows who. Lights out. Murderer chooses his victim. The victim has to count twenty before he screams. Then the person who’s chosen to be the detective takes charge. Questions everybody. Where they were, what they were doing, tries to trip the real fellow up. Yes, it’s a good game—if the detective—er—knows something about police work.”",marple
"But the more she thought about it, the more uneasy she grew. Ought she, perhaps, to tell someone about it?",marple
"""I must explain,""",marple
"of course, not known to you,’ he said.",marple
“Why wouldn’t it do?”,marple
“Do you mean you haven’t told him about that clock yet?”,marple
"“Get up at once, Arthur, and go downstairs and see about it.”",marple
"“Well,” said Miss Blacklock, “I’m as much in the dark as you are. I don’t know what—”",marple
"You think she herself could’ve had a grudge against Father and—""",marple
"“As I say, it was not connected with St. Mary Mead. As a matter of fact, it had to do with a Hydro—”",marple
"I didn’t mean Anne Protheroe,”",marple
"”You’ve got a marvellous old album,” said Julia. “Do you remember, Aunt Letty, we looked through it the other day. The hats!”",marple
"'Oh, well—they'll be rid of her soon. Harry's paying her passage to America.'",marple
"“Don’t stand about in the cold, Elspeth. Or you’ll be the one to catch a chill. Go and get yourself a good hot cup of tea in the Restaurant Room. You’ve got time, twelve minutes before your train back to town.”",marple
I thought. But no one came down so I went,marple
“There was even a murder here a couple of years ago. Man called Harry Western. Made a big splash in the papers. Dare say you remember it.”,marple
“You want to know where I was yesterday evening between six and seven?”,marple
"""It is, perhaps, only natural that there should be chit-chat,""",marple
"‘Oh, I know that,’",marple
You’ll think I'm hysterical or queer or something.,marple
“He came to the fête because he wanted to have a glimpse of the girl he had married long ago.”,marple
“Thank you. Such delicious scones. You have an excellent cook.”,marple
"” said Miss Prescott, acidly. “Merely a fact.”",marple
"'Now what did that bring to my mind? Of course, both the cook and house-parlourmaid mentioned fish as being one of the things spoken of by the dying man. I was convinced, absolutely convinced, that there was some solution of the mystery to be found in these words. I went home determined to get to the bottom of the matter.'",marple
"""I'm so sorry,"" said Miss Marple, ""I'm afraid I don't quite understand what you're talking about.""",marple
"“Addie’s tennis is coming on a lot. Attractive young man, that tennis pro. Addie’s looking quite nice-looking. She’s still an attractive woman—I shouldn’t be at all surprised if she married again.”",marple
“What about me?”,marple
George is most awfully good to her always.,marple
I don’t know whether any of you know Dartmoor at all,marple
“Simple?”,marple
"Just lie down now and go to sleep. You've had a shock, you know. We'll talk about it in the morning. Don't worry about anything. Just go to sleep.",marple
"""Milton St. John?""",marple
"""Women always coddle themselves,""",marple
"""Life is cruel, I'm afraid. One doesn't really know what to do with the Gladyses. They enjoy going to the pictures and all that, but they're always thinking of impossible things that can't possibly happen to them. Perhaps that's happiness of a kind. But they get disappointed. I think Gladys was disappointed in café and restaurant life. Nothing very glamorous or interesting happened to her and it was just hard on the feet. Probably that's why she came back into private service. Do you know how long she'd been here?""",marple
"“I shall be quite all right,” said Miss Marple urgently. “Such a kind man,” she said, as he disappeared round the side of the house, “who really takes so much care of me—I might be a great-aunt of his or something like that.”",marple
this man will go on with his murder as planned.”,marple
"isn’t it, that leads to things.”",marple
"“You may be an heiress and rolling in money,”",marple
What about the servants?”,marple
"“Naturally,”",marple
"“I understand,”",marple
"Now don't prevaricate, Florence! Tell me all about it at once! Pamela wasn’t going to Woolworth’s, was she?""",marple
"“So you see,”",marple
"‘Poor fellow,’",marple
She’s a very silly woman. Likes to show off. Goes out to gather herbs and things at the full of the moon and takes care that everybody in the place knows about it.,marple
I’m hardly in her position.,marple
"am I? All right, Dinah sweet, keep your head. Get on to old Sims—he’s the family lawyer—and go to Mother and tell her everything about our marriage. She won’t bite. And don’t worry. I didn’t do it. So it’s bound to be all right, see, sweetheart?”",marple
"“It is a catch! And so is Mr. Petherick’s story a catch. So like a lawyer! Ah, my dear old friend!”",marple
"I think he was!""",marple
"as I said before, he must have come back. A very cool customer.""",marple
"You know, that's interesting",marple
"if you provide the title of the novel, I can try to find the text online and perform the analysis for you. Please let me know how I can assist you further.",marple
"“She’d like me to be always ordering wonderful clothes, and surrounding myself with luxuries, and she thinks everybody ought to put me first and to dance attendance on me.”",marple
"“I think so. She’s the same person who visited me—I won’t say visited me exactly, but she was outside my garden fence in St. Mary Mead, the village where I live. She expressed pleasure at my garden and talked about gardening with me. Told me she was living in the village and working in somebody’s garden, who’d moved into a new house there. I rather think,”",marple
"sir, I heard a sneeze. And it wasn’t an ordinary sneeze—not by any means.”",marple
"“She was quite a kindly woman. What she said at the last in the kitchen was quite true. ‘I didn’t want to kill anybody.’ What she wanted was a great deal of money that didn’t belong to her! And before that desire—(and it had become a kind of obsession—the money was to pay her back for all the suffering life had inflicted on her)—everything else went to the wall. People with a grudge against the world are always dangerous. They seem to think life owes them something. I’ve known many an invalid who has suffered far worse and been cut off from life much more than Charlotte Blacklock—and they’ve managed to lead happy contented lives. It’s what in yourself that makes you happy or unhappy. But, oh dear, I’m afraid I’m straying away from what we were talking about. Where were we?”",marple
"madam. Yes, I quite see that.”",marple
"""She was hardly dressed for burglary,"" said Miss Marple thoughtfully.",marple
"I gather. Children eat yewberries sometimes,""",marple
"yes, dear. I’m sure he would have done the obvious thing. A secret drawer—that’s my solution.”",marple
“You mean that that’s where—”,marple
"""My dearest, you shouldn’t have come.""",marple
"“I have told you that I live at St. Mary Mead, which is a place, no doubt, of which you have never heard. But you don’t, if I may say so, know it of your own knowledge, do you?”",marple
"Well, it was given out on the wireless that she was missing from her home—since last night. And her home was Daneleigh Vale; that’s not very far from here. And she was last seen at the Girl-Guide Rally up on Danebury Downs. That’s very close indeed. In fact, she’d have to pass through Danemouth to get home. So it does rather fit in, doesn’t it? I mean, it looks as though she might have seen—or perhaps heard—something that no one was supposed to see and hear. If so, of course, she’d be a source of danger to the murderer and she’d have to be—removed. Two things like that must be connected, don’t you think?",marple
As befits the ungodly.,marple
"“You did quite right to tell me about this. We’ll look into it. I should say there is probably little doubt that the woman who wrote to you actually did go back to France and is there now alive and well. On the other hand, there is a certain coincidence of dates, as you yourself have been clever enough to realize. As you heard at the inquest, the woman’s death according to the police surgeon’s evidence must have occurred about three to four weeks ago. Now don’t worry, Miss Crackenthorpe, just leave it to us.”",marple
my dear.,marple
"I am afraid, is what has made me a little conceited.""",marple
They believe what they are told,marple
"'I suppose,' said Miss Marple, 'that it’s the curious conduct of the caretaker. Why did she behave in that very odd way?",marple
We're not doing so badly out of your birthday,marple
"“When people like Paul are in question, I’m only too glad that you should be.”",marple
Do you remember Fräulein Schweich and her boots?,marple
“That old— Miss Knight I mean—will come in any moment with an egg drink of some kind.”,marple
"""Something else,""",marple
"When Mrs. Trent found half a crown missing from her bag, the person it affected most was the daily woman, Mrs. Arthur. Of course the Trents thought it was her, but being kindly people and knowing she had a large family and a husband who drinks, well—they naturally didn’t want to go to extremes. But they felt differently towards her, and they didn’t leave her in charge of the house when they went away, which made a great difference to her; and other people began to get a feeling about her too. And then it suddenly came out that it was the governess. Mrs. Trent saw her through a door reflected in a mirror. The purest chance—though I prefer to call it Providence. And that, I think, is what Sir Henry means. Most people would be only interested in who took the money, and it turned out to be the most unlikely person—just like in detective stories! But the real person it was life and death to was poor Mrs. Arthur, who had done nothing. That’s what you mean, isn’t it, Sir Henry?",marple
"“I haven’t got as far as that,”",marple
"“I don’t know whether you would like it,”",marple
"” said Dermot, “and is his life less likely to be lonely in future?”",marple
“Because one will surely affect the other.”,marple
"my dear, you know them. All I feel is that there is something, as you say, about them which is worrying that young woman. Another thing, did you notice that when you asked her if she wasn’t anxious about the girl being missing, she said that she was angry! And she looked angry—really angry! That strikes me as interesting, you know. I have a feeling—perhaps I’m wrong—that that’s her main reaction to the fact of the girl’s death. She didn’t care for her, I’m sure. She’s not grieving in any way. But I do think, very definitely, that the thought of that girl, Ruby Keene, makes her angry. And the interesting point is—why?”",marple
"” said Miss Marple. “Yes, I think the ‘Problem of the Caretaker’s Conduct’ can be solved easily enough. Bribery, was it not?”",marple
"“Much too early,”",marple
I’d no idea that there was ever any question of Edmund’s having married,marple
"‘You’ve never said anything about her before,’",marple
"Certainly if you like, Shall I order two teas to be served to you in the lounge?",marple
"Well, in my experience,”",marple
"it still wasn’t too late to draw back … Dora Bunner told us that Letty was frightened that day and she must have been frightened. Frightened of what she was going to do, frightened of the plan going wrong—but not frightened enough to draw back.”",marple
"The friend who sent me on this tour and paid all my expenses, is now dead. He was a Mr. Rafiel, a very rich man. Did you by any chance know him?",marple
"“Oh, my dear, do you really think—”",marple
"‘What do you mean, Aunt Jane?’",marple
"It occurred to me as a possibility—yes. 'Helen' might very well be a young stepmother—and in a case of—er—strangling, it is so often a husband who is involved.",marple
""" said Miss Marple, “it is much easier for me sitting here quietly than it was for you—and being an artist you are so susceptible to atmosphere, aren’t you? Sitting here with one’s knitting, one just sees the facts. Bloodstains dropped on the pavement from the bathing dress hanging above, and being a red bathing dress, of course, the criminals themselves did not realize it was bloodstained. Poor thing, poor young thing!”",marple
"‘Nothing and nobody can help me,’",marple
Like a spotlight in a dance hall.,marple
"Certainly. I have already tried to get into communication with Mrs. Fortescue, but it seems she is out playing golf. She was not expected home to lunch. There is some uncertainty as to which course she is playing on.” She added in an explanatory manner, “They live at Baydon Heath, you know, which is a centre for three well-known golf courses.”",marple
And one of them's a murderer,marple
“And he also approved of your continuing to tell a tissue of lies to the police?”,marple
"I dare say, that she thought Alfred Pollock might have a pride in the house, might even want to live in it, whereas her nephew would almost certainly have no use for it whatever and would sell it as soon as he could possibly do so. He’s an actor, isn’t he? What play exactly is he acting in at present?",marple
‘Sanctuary…’,marple
"It’s a terrible relief, As long as we feared that the dead woman might be Martine—it seemed to be tied up with the family. But now—oh, it’s an absolute load off my back. I don’t know who the poor soul was but she can’t have had anything to do with us!",marple
"“Lying on the floor in the sitting room, strangled—possibly by a very narrow belt. But whatever it was, it was taken away.”",marple
"He’s very fond of joking,”",marple
"""And so the case fell to pieces?""",marple
"I always explain things so badly. What I mean is that when Dr Lloyd described the two ladies first, he didn’t know which was which, and I don’t suppose anyone else in the hotel did. They would have, of course, after a day or so, but the very next day one of the two was drowned, and if the one who was left said she was Miss Barton, I don’t suppose it would ever occur to anyone that she mightn’t be.",marple
"“What time was that, Mr. Bartlett?”",marple
"“It was the evening before her departure from the Canaries. She had asked me to go and see her, and had thanked me very warmly for all I had done to help her.",marple
"I didn’t actually think so,""",marple
'It isn't nonsense. It's quite true. It's upset Louise a good deal.',marple
“Did it seem to have upset her?”,marple
"Yes, Miss Marple, you’ve hit off my meaning exactly. Your charwoman person was lucky in the instance you relate. Her innocence was shown. But some people may go through a lifetime crushed by the weight of a suspicion that is really unjustified.",marple
"“You did have it in for little Gary Hopkins I must say,”",marple
“And Miss Hartnell is particularly boring. She must have rung at least half a dozen times before she went away.”,marple
"‘That’s rather a long story, but—well, yes, we’re pretty sure. As I said there’s no chance of being able",marple
"’ said Sir Henry. ‘But I’m sure one of you three ladies has got a pet mystery. Come now, Miss Marple—the “Curious Coincidence of the Charwoman” or the “Mystery of the Mothers’ Meeting”. Don’t disappoint me in St Mary Mead.’",marple
‘Of course they do. And it’s all over. So why harp on it? And bring it up years after? It’s like ghouls feasting on dead bodies.’,marple
"‘No, I don’t know him. I’m almost sure I’ve never seen him before.’",marple
"Oh, there you are. We wondered, you know. I thought you must have gone out for a walk somewhere and I did so hope you wouldn't overtire yourself. If I had known you had come downstairs and gone out, I would have come with you to show anything there is to show. Not that there is very much.",marple
"I don’t think I’ve ever noticed it,”",marple
"“Repairs too,” said Miss Marple, “come very heavy nowadays.”",marple
“Why should I want to murder a perfectly strange woman?”,marple
"“The whole thing seems very odd to me,”",marple
"“One other son, Henry, who was killed in a motor accident in 1911.”",marple
“What’s happening?”,marple
"'I was thinking how last week in Sunday School he said, “Teacher, do you say yolk of eggs is white or yolk of eggs are white?” And Miss Durston explained that anyone would say “yolks of eggs are white, or yolk of egg is white”—and naughty Tommy said: “Well, I should say yolk of egg is yellow!” Very naughty of him, of course, and as old as the hills. I knew that one as a child.”",marple
“It would be so dreadful—so very dreadful—if an innocent person were to be hanged.”,marple
“that must have been a very long time ago. I’ve never heard of a parlourmaid for many years now.”,marple
"I don’t like to say, I am sure, but curious things do happen. At Lady Sharpley’s garden party last year the man who was arranging the clock golf tripped over one of the numbers—quite unconscious he was—and didn’t come round for about five minutes.",marple
Doesn’t he matter?,marple
"“And you, sir?”",marple
"this time,"" - Sir Henry",marple
Petherick.’,marple
"I always try to keep an open mind, but one does wonder, you know. And what with various things people said—",marple
“I find one must know how to do everything oneself. Then—one need never do it. But you wanted to know my impressions of the family.”,marple
”On the spot?”,marple
Such an expanse of parkland! How picturesque the cattle look against the trees,marple
An elderly lady is not the type of lady who makes mistakes.,marple
"“One has to accept change, I suppose.”",marple
“My wife stood here.”,marple
"“He was not,”",marple
“Which one do you think?”,marple
”“What did you mean when you said you didn’t ask me that?”,marple
"""Don't trouble yourself.""",marple
"“The Oak Suite, I suppose?”",marple
"""Yes, dear. And there was Mrs. Cray at the wool shop. Devoted to her son, spoilt him, of course. He got in with a very queer lot. Do you remember Joan Croft, Bunch?""",marple
"“We’re going to the Sanatorium in Norfolk where my father died,”",marple
that is all I have to say. I wash my hands of the whole affair.”,marple
"my dear, I’m so short of time. I’m very pleased to have seen you again and I do offer my best congratulations and hopes for a very happy life. I don’t suppose you will be taking up any post again now, will you?"",",marple
"I should say. It's the same ink, because I wrote the cheque actually at the desk."" - Miss Marple",marple
Oh dear.”,marple
"""Perhaps I shall do better tomorrow.""",marple
But she likes to be thought so.”,marple
"and the Charles II tazza. Did you ever hear of such a thing!""",marple
“I’ll admit to disappointment.”,marple
They rub it in that I’m an old woman.,marple
"“I was sure enough, and another incident in crossing the street not long afterwards made me surer still. Now I ask you, what could I do, Sir Henry? Here was a nice contented happy little married woman shortly going to be murdered.”",marple
"but I’ve no doubt Mr Fletcher married again. He sounds the sort of man who would, and I think it possible that the child died too, and that this so-called nephew was the second wife’s child, and not really a relation at all. The woman got a post as housekeeper and spied out the land. Then he wrote as her nephew and proposed to call upon her—he may have made some joking reference to coming in his policeman’s uniform—or asked her over to see the play. But I think she suspected the truth and refused to see him. He would have been her heir if she had died without making a will—but of course once she had made a will in the housekeeper’s favour (as they thought) then it was clear sailing.’",marple
"““I agree with you every time,”",marple
"""character,""Where is bottle of aspirin?",marple
"“Nosey old cat,”",marple
He leered at her affectionately.,marple
He said it—Mr. Fortescue—he said it was the tea—,marple
‘Sanctuary?’,marple
"""No, it's an appeal for charity, it's a bit of what belongs to what we're doing. What you and I are doing.""",marple
"I’ll write to her,”",marple
"“Do something for me, will you?”",poirot
"“I think, if that were so, her husband would know about it.”",poirot
So that’s the tack you’re on? I heard some rumour of that. On the lines of ‘what the butler saw’—only tragedy instead of comedy. Is that it?,poirot
"“Ce cher, cher ami! It is my weakness, it has always been my weakness, to desire to show off. That weakness, Hastings could never understand. But indeed it is very necessary for a man of my abilities to admire myself—and for that one needs stimulation from outside. I cannot, truly I cannot, sit in a chair all day reflecting how truly admirable I am. One needs the human touch. One needs—as they say nowadays—the stooge.”",poirot
"that is so,” he said. “I am aware that you are the elder. But you comprehend that as your brother lives near London, it was easier to visit him first.”",poirot
“Admirable. That is all I need to know.”,poirot
"“I went in and said, ‘Good-night, uncle, I’m going to bed now. I’m tired to-night.’ He gave a sort of grunt, and—I went over and kissed him, and he said something about my looking nice in the frock I had on, and then he told me to run away as he was busy. So I went.”",poirot
"“Nothing—just an expression. I meant a fellow who was tight. No, damn it, a fellow who had had a spot too much to drink.”",poirot
"“Ah! but it is interesting, that.”",poirot
“Does it?”,poirot
"""With great haste, my friend, we might manage to catch the 7:2. Let us despatch ourselves quickly.""",poirot
"“You have seized the idea correctly. It would be a clue of the first excellence if you had been four players who knew each other’s game well. A variation, a sudden lack of brilliance, a missed opportunity—that would have been immediately noticed.”",poirot
"yes, I have read that name in the papers.""",poirot
“You have grave affairs on hand?”,poirot
“Charlotte Benfield?”,poirot
"“Yes, he is nice. He laughs—laughs out loud—and throws his head back. Oh, yes, I like him very much.”",poirot
"Come, come, M. Poirot,” said Crome. “Look at Stoneman in 1929. He ended by trying to do away with anyone who annoyed him in the slightest degree.”",poirot
You are most amiable.,poirot
"“But naturally, for you there is always a table, Monsieur Poirot! How I wish that you would honour us oftener!”",poirot
"as far as that goes——""",poirot
"“Exactly. Something has happened. Prepare yourself for a shock. Your employer, M. Ratchett, is dead!”",poirot
"“Either that, or——”",poirot
"“I mean that she would certainly have what she wanted herself and that though she is attracted by the ideas I have set out, she would suddenly demand something quite different. Something utilitarian, expensive and showy, perhaps. She would bully me, I think. She would insist on her ideas being carried out. I would not agree, and we should quarrel. So on the whole it is better I leave here before I quarrel. And not only with Mrs. Drake but many other neighbours. I am quite well-known. I don’t need to stay in one spot. I could go and find some other corner of England, or it could be some corner of Normandy or Brittany.”",poirot
‘You have made there a very pretty résumé of nearly all the detective stories that have ever been written.’,poirot
"Now, M. MacQueen, I need hardly ask you the number of your compartment, since I shared it with you for a night. It is the second-class compartment Nos. 6 and 7, and after my departure you had it to yourself.",poirot
holding her there till death occurred. Deliberate intent.”,poirot
"""This little fellow wouldn’t make much noise anyway,"" he said. “Just a pop, that’s all. With any other noise around, ten to one you wouldn’t notice it.”",poirot
"“Yes, madame?”",poirot
"You, Mr. Lee, described it as the cry of a man in mortal agony. Your wife and David Lee both used the expression: a soul in hell. Mrs. David Lee, on the contrary, said it was the cry of someone who had no soul. She said it was inhuman, like a beast. It was Harry Lee who came nearest to the truth. He said it sounded like killing a pig.",poirot
"“But somebody else saw you—the girl Louise. The next day she came to you and blackmailed you. You must pay her handsomely or she would tell what she knew. You realized that to submit to blackmail would be the beginning of the end. You pretended to agree, made an appointment to come to her cabin just before lunch with the money. Then, when she was counting the notes, you stabbed her.”",poirot
“A taxi—”,poirot
“And the number she called? Do you recollect that? Think. It may be important.”,poirot
"“I am not a magician, mon cher. I am, like you, a very puzzled man. This affair advances in a very strange manner.”",poirot
"But on the contrary, you remember it amazingly well. That astounds me. You can see it, can you not? When you talk the picture is there before your eyes.",poirot
"“Let us say, you have an enemy. If you seek him out in his flat, in his office, in the street—eh bien, you must have a reason—you must account for yourself. But here at the seaside it is necessary for no one to account for himself. You are at Leathercombe Bay, why? Parbleu! it is August—one goes to the seaside in August—one is on one’s holiday. It is quite natural, you see, for you to be here and for Mr. Lane to be here and for Major Barry to be here and for Mrs. Redfern and her husband to be here. Because it is the custom in England to go to the seaside in August.”",poirot
"You want to go granite quarries, sir? This very good donkey. Other donkey very bad, sir, that donkey fall down…",poirot
“She’s devoted to Leidner.”,poirot
"""Good!""",poirot
“Proceedings were about to be taken to contest the document?”,poirot
"Hastings. The luck, it turns!""",poirot
"“How are you going to set about things, M. Poirot? Is there anything I can do?”",poirot
“I want to see if Mr. Raymond can tell us anything about this dagger.”,poirot
ça.”,poirot
"Thank you, Mademoiselle. One thing more. Is there any friend of Miss Adams whose initial is D?",poirot
""" said Blunt sharply.",poirot
“Suicide?”,poirot
"""I have a hunting-crop.""",poirot
"“And I am old, am I not? Older than you imagined?”",poirot
“Something wrong?”,poirot
"“Talking of papers,” said Poirot. “How do you account for this, my dear friend. You have not read your morning paper very carefully.”",poirot
"“So far,” Poirot said, “I have interviewed cleaning women, I have had the benefit of police views, of talks to a doctor—the doctor who examined the body first—have talked to a schoolteacher who was present, to the headmistress of the school, to distraught relatives, have heard much of the village gossip—By the way, I understand you have a local witch here?”",poirot
Suddenly he began to laugh.,poirot
” said Dr. Reilly. “The popular view that a child forgets easily is not an accurate one. Many people go right through life in the grip of an idea which has been impressed on them in very tender years.”,poirot
You perceive a fact and mention the solution of it in the same breath without noticing that you are doing so!,poirot
"I enjoyed it.""",poirot
And was it?”,poirot
"And then—at a luncheon party—you hear Donald Ross, that pleasant, but rather stupid young man, say something to Hastings",poirot
"""When was this M. Ratchett last seen alive?""",poirot
"""It will not be long.""",poirot
"""I have given some attention to this matter and it is undoubtedly of importance. There can be no question that Stapleton had a confidant, though it is unlikely that he ever placed himself in his power by sharing all his plans with him.""",poirot
"“Certainly, Mr. Clarke. Shall we say the day after tomorrow?”",poirot
"“No, no all is well. We believe you. Do not be agitated. I am as sure you did not hide the uniform there as I am sure that you are a good cook. See. You are a good cook, are you not?”",poirot
"Mademoiselle, in the event of Lady Clarke’s death, would you have married Sir Carmichael if he had asked you?”",poirot
and that he admired and respected her.,poirot
"“I think you are right there. She saw a murder, but she did not see the murderer’s face. We have to go beyond that.”",poirot
"Well! Well, to think of that! I must write and tell my daughter.",poirot
Go to the devil!,poirot
"On the whole, that’s not too bad for a start.",poirot
"“Bon Dieu, how stupid I have been,”",poirot
"“Come on, nurse,”",poirot
Wait here. He must be near his light. Let us see if we can get a glimpse of him.,poirot
"though I told him the old ones were in holes. And then,”",poirot
"“He was poisoned,”",poirot
"""I fear",poirot
"my friend reposes himself. Soon you must make his acquaintance.""",poirot
"“One can narrow it down a bit more than that now,”",poirot
"“To hell with honesty. I’m painting a picture, damn it.”",poirot
What about the cottage? Do they get that?,poirot
“It has happened.”,poirot
"""And now having got",poirot
"“No, no. That seems to me proved. No, I mean as to her death. Obviously she had veronal in her possession. It is possible that she was tired and strung up last night and determined to ensure herself a good night’s rest.”",poirot
"""Had you, too, noticed that similarity?""",poirot
“Then we’d better telegraph Deir ez Zor?”,poirot
“It doesn’t fit.”,poirot
“Murder?”,poirot
"Or in this case, the handwriting",poirot
"“It’s a pity,”",poirot
"The task before me, is to make sure of the movements of everyone on the train. No offence need be taken, you understand? It is only a matter of routine.",poirot
"I don’t think there’s anything, sir.",poirot
"""A matter of opinion,""",poirot
"of course, but he seemed in a great hurry, and anxious",poirot
"“I ought to have suspected him much sooner. The clue, such a simple clue, was the sentence uttered by Mrs. Summerhayes at the cocktail party that day. She said to Robin Upward: ‘I don’t like being adopted, do you?’ Those were the revealing two words. Do you? They meant—they could only mean—that Mrs. Upward was not Robin’s own mother.",poirot
"“Here is a label all wet on your suitcase, Madame,”",poirot
