number,character,quote
909,hp,How do you know the murderer is of the first class?
910,mm,"You remember the line was out of order,"
911,hp,"the bath is probably of no importance. Anyone may have had a bath. Mrs. Redfern before she went to play tennis, Captain Marshall, Miss Darnley. As I say, anyone. There is nothing in that."
912,hp,"I got a place as a clerk. Of course there was good money to be got just then. And I didn’t do so badly after the war. Of course, a smaller salary…And—I didn’t seem to get on. I was always being passed over for promotion. I wasn’t go-ahead enough. It grew very difficult—really very difficult…. Especially when the slump came. To tell you the truth, I’d got hardly enough to keep body and soul together (and you’ve got to look presentable as a clerk) when I got the offer of this stocking job. A salary and commission!"
913,sh,"We passed across Holborn, down Endell Street, and so through a zigzag
     of slums to Covent Garden Market. One of the largest stalls bore the
     name of Breckinridge upon it, and the proprietor a horsey-looking
     man, with a sharp face and trim side-whiskers was helping a boy to
     put up the shutters."
914,mm,"What’s she got to do with it, sir?"
915,sh,"We will confine ourselves
     for the present with your permission to this very interesting
     document, which must have been put together and posted yesterday
     evening. Have you yesterday's Times, Watson?"
916,sh,"Sharp at the hour named Inspector Stanley Hopkins appeared, and we
     sat down together to the excellent breakfast which Mrs. Hudson had
     prepared. The young detective was in high spirits at his success."
917,sh,"Pray sit down. I fear I
     can only give you a short time, for I have an appointment at eleven."
918,sh,"Quite so. These are what one may call the private guests. Now, what
     in the world is Mr. James Wilder doing in that den at this hour of
     night, and who is the companion who comes to meet him there? Come,
     Watson, we must really take a risk and try to investigate this a
     little more closely."
919,sh,"The candle
     threw a very bad light. My first thought was to get a better one. The
     lamp was on the table; so I lit it."
920,mm,"He did come here, but I was at a meeting at the Women’s Institute."
921,hp,"It gave me a turn—a nasty turn. Talking of your fate being written in your hand, he was. And he showed me his hand and the lines that showed he’d have two near escapes of being drowned—and he had had two near escapes. And then he looked at mine and he told me some amazing things. Said I was going to be one of the most celebrated men in England before I died. Said the whole country would be talking about me. But he said—he said…."
922,sh,"It was a lady's hand-bag which stood upon the study table--a trim
     little hand-bag of crocodile-skin and silver. Holmes opened it and
     turned the contents out. There were twenty fifty-pound notes of the
     Bank of England, held together by an india-rubber band--nothing else."
923,mm,"I knew it. Miss Temple and I were talking about her. Miss Temple told me something that I did not know. She said she had been engaged to be married to the son of a Mr. Rafiel. Mr. Rafiel is, or again I must say was, a friend of mine. Mr. Rafiel has paid the expenses of this tour out of his kindness. I think, though, that possibly he wanted—indeed, intended—me to meet Miss Temple on this tour. I think he thought she could give me certain information."
924,mm,Did a bunk to Liverpool. The accident scared her. Thought she’d wait there for her boat.
925,mm,I am talking at much too great a length. I really must not inflict on you all that I thought and….
926,sh,"I can follow each of your arguments. I confess,
     however, that I am unable to understand how you arrive at the double
     visit to the optician."
927,hp,"I can see nothing. It was an ant, perhaps?"
928,sh,"That also I have arranged, Mr. Holmes. I wrote to the Duchess this
     morning."
929,mm,"My dear young lady, what could I do? There was no evidence. The majority of the eyewitnesses told the same story as Miss Barton. I had built up my own suspicions out of a fleeting expression which I might possibly have imagined. The only thing I could and did do was to see that the widest inquiries were made for the relations of Amy Durrant. The next time I was in England I even went and saw the landlady of her room, with the results I have told you."
930,sh,"station of Shoscombe. The rack above us was covered
     with a formidable litter of rods, reels, and baskets. On reaching our
     destination a short drive took us to an old-fashioned tavern, where a
     sporting host, Josiah Barnes, entered eagerly into our plans for the
     extirpation of the fish of the neighbourhood."
931,sh,"I think I could lay my finger on it,"
932,hp,"I know exactly how you feel. The head spins, does it not?"
933,hp,"James sticks to it that you believe some one in the house committed
the murder. All I can say is, you’re wrong."
934,hp,"As early as possible, Madame. What did you do when you first got up this morning?"
935,hp,"Regard, Hastings, did I not tell you that she had been a beautiful woman?"
936,mm,You may not know it but what you are telling me is particularly interesting to me. It ties up with so much I have known and seen in the work I do. Go on giving me what you felt.
937,hp,"It’s a curious coincidence, but I was out for a walk
this afternoon on the Cranchester road, and he passed me in a car
coming from that direction."
938,sh,"This great and sombre stage is set for something more worthy than
     that,"
939,mm,"Ah, that’ll be little Melanie that was. Mellie, we called her. Yes, it was a sad death. Run over, she was. Ran out into the street, went to get sweets at the sweet shop. Happens a lot nowadays with cars going through at the pace they do."
940,sh,"'You crossed my path on the 4th of January,' said he.  'On the 23d
     you incommoded me; by the middle of February I was seriously
     inconvenienced by you; at the end of March I was absolutely hampered
     in my plans; and now, at the close of April, I find myself placed in
     such a position through your continual persecution that I am in
     positive danger of losing my liberty.  The situation is becoming an
     impossible one.'"
941,sh,"I have
     seen Forbes, and I have seen your uncle, and I have set one or two
     trains of inquiry upon foot which may lead to something."
942,sh,"But I am very much mistaken if this is not Hatherley Farm
     upon the left."
943,hp,"It wasn’t enough for her to have her husband adore her. She had to make a fool of that long-legged shambling idiot of a Mercado. Then she got hold of Bill. Bill’s a sensible cove, but she was getting him all mazed and bewildered. Carl Reiter she just amused herself by tormenting. It was easy. He’s a sensitive boy. And she had a jolly good go at David.

“David was better sport to her because he put up a fight. He felt her charm—but he wasn’t having any. I think because he’d got sense enough to know that she didn’t really care a damn. And that’s why I hate her so. She’s not sensual. She doesn’t want affairs. It’s just cold-blooded experiment on her part and the fun of stirring people up and setting them against each other. She dabbled in that too. She’s the sort of woman who’s never had a row with anyone in her life—but rows always happen where she is! She makes them happen. She’s a kind of female Iago. She must have drama. But she doesn’t want to be involved herself. She’s always outside pulling strings—looking on—enjoying it. Oh, do you see at all what I mean?"
944,mm,there’s no need to do that. There are other things you ought to be doing.
945,sh,"Phelps raised the cover, and as he did so he uttered a scream, and
     sat there staring with a face as white as the plate upon which he
     looked. Across the centre of it was lying a little cylinder of
     blue-gray paper. He caught it up, devoured it with his eyes, and then
     danced madly about the room, passing it to his bosom and shrieking
     out in his delight. Then he fell back into an arm-chair so limp and
     exhausted with his own emotions that we had to pour brandy down his
     throat to keep him from fainting."
946,hp,"Therefore if he had come across some of the old threatening letters, he could have copied them without difficulty."
947,hp,"It is very respectable, very well dressed, but underneath it is all wrong. Out of my experience, I should say he was the big crook. I give you my opinion for what it is worth."
948,mm,"which was quite untrue. But post offices are careful. And, you see, I wanted to find out where it had been sent."
949,sh,"You work your own method,
     and I shall work mine. I shall be busy this afternoon, and shall
     probably return to London by the evening train."
950,hp,"It would be as well if some of that gaping crowd cleared off. What is there to look at, I’d like to know?"
951,sh,"Oh, one more word. You have
     not mentioned to any of the three gentlemen whom you attend that
     anything is amiss?"
952,sh,"I have been on the turf for twenty
     years, and never was asked such a question as that before,"
953,mm,Very kind indeed. I was most surprised when I found he’d booked me. Such a treat. Which I could not have afforded for myself.
954,hp,Did Linda say why she had bought candles?
955,hp,"Raymond or Blunt must have pushed it back,"
956,sh,"By Jove, a curly-haired spaniel. Poor Mortimer
     will never see his pet again. Well, I do not know that this place
     contains any secret which we have not already fathomed. He could hide
     his hound, but he could not hush its voice, and hence came those
     cries which even in daylight were not pleasant to hear. On an
     emergency he could keep the hound in the out-house at Merripit, but
     it was always a risk, and it was only on the supreme day, which he
     regarded as the end of all his efforts, that he dared do it. This
     paste in the tin is no doubt the luminous mixture with which the
     creature was daubed. It was suggested, of course, by the story of the
     family hell-hound, and by the desire to frighten old Sir Charles to
     death. No wonder the poor devil of a convict ran and screamed, even
     as our friend did, and as we ourselves might have done, when he saw
     such a creature bounding through the darkness of the moor upon his
     track. It was a cunning device, for, apart from the chance of driving
     your victim to his death, what peasant would venture to inquire too
     closely into such a creature should he get sight of it, as many have
     done, upon the moor? I said it in London, Watson, and I say it again
     now, that never yet have we helped to hunt down a more dangerous man
     than he who is lying yonder"
957,mm,"No. No, I don’t think I’ve met him once since the time out in the islands. He didn’t stay with Mr. Rafiel after they got back to England. I think he went to Lord somebody who lives in Jersey or Guernsey."
958,hp,Well. M. Poirot. The beach seems very deserted this morning. Where is everybody?
959,hp,"I asked him to be at my house this morning at
twelve o’clock. He should await us there at this very minute."
960,hp,The blood lust and the sex instinct—a sexual crime. There are many well-known instances.
961,sh,"These are much deeper
     waters than I had thought."
962,mm,"Yes. I am very glad of that. I thought perhaps—not that he, of course, said anything—but I wondered."
963,hp,What are you getting at? That Jackie stole the pearls? She didn’t. I’ll swear she didn’t. Jackie’s as straight as a die. The mere idea of her being a thief is ridiculous—absolutely ridiculous.
964,mm,"Do tell me, Constable, do you suspect Mr. Spenlow?"
965,sh,"On the face of it, it seems absurd to suppose that this person knows
     anything, but if you think--"
966,sh,"Inspector Martin had the good sense to allow my friend to do things
     in his own fashion, and contented himself with carefully noting the
     results. The local surgeon, an old, white-haired man, had just come
     down from Mrs. Hilton Cubitt's room, and he reported that her
     injuries were serious, but not necessarily fatal. The bullet had
     passed through the front of her brain, and it would probably be some
     time before she could regain consciousness. On the question of
     whether she had been shot or had shot herself he would not venture to
     express any decided opinion. Certainly the bullet had been discharged
     at very close quarters. There was only the one pistol found in the
     room, two barrels of which had been emptied. Mr. Hilton Cubitt had
     been shot through the heart. It was equally conceivable that he had
     shot her and then himself, or that she had been the criminal, for the
     revolver lay upon the floor midway between them."
967,mm,"Not really very easy, but I hope that I can manage it."
968,hp,"Look here, sir, let’s look at it this way. Supposing Miss Darnley wasn’t on Sunny Ledge this morning as she says. That story’s a lie. Now suppose that after telling us her story, she finds that somebody saw her somewhere else or alternatively that someone went to the Ledge and didn’t find her there. Then she thinks up this story quick and comes and tells it to us to account for her absence. You’ll notice that she was careful to say Captain Marshall didn’t see her when she looked into his room."
969,sh,"Your instructions will be done. It shall all be done,"
970,sh,"Indirectly it may be of value,
     you know; you have only to put it into words to gain the reputation
     of being excellent company for the remainder of your existence."
971,sh,"Let us continue our reconstruction. He meets his death five miles
     from the school--not by a bullet, mark you, which even a lad might
     conceivably discharge, but by a savage blow dealt by a vigorous arm.
     The lad, then, had a companion in his flight. And the flight was a
     swift one, since it took five miles before an expert cyclist could
     overtake them. Yet we survey the ground round the scene of the
     tragedy. What do we find? A few cattle tracks, nothing more. I took a
     wide sweep round, and there is no path within fifty yards. Another
     cyclist could have had nothing to do with the actual murder. Nor were
     there any human footmarks."
972,sh,"we have still ten minutes.
     I am going far to screen you, Lady Hilda. In return you will spend
     the time in telling me frankly the real meaning of this extraordinary
     affair."
973,hp,"For a hard-bitten business man, M. Blatt seems to have a very romantic imagination."
974,sh,"From their
     lightness and transparency, I should imagine that they are soluble in
     water,"
975,sh,"I rather fancy that this lady
     may be as anxious to give us information as we can be to get it. You
     understand, madam, that your husband will be arrested and tried for
     the death of the man who lies before us? What you say may be used in
     evidence. But if you think that he has acted from motives which are
     not criminal, and which he would wish to have known, then you cannot
     serve him better than by telling us the whole story."
976,hp,"What did nurse think of her? Women are said to sum up other women quickly enough, and a nurse has a wide experience of types."
977,hp,Perhaps—but a manner does not make a murderer!
978,mm,"Now, you are laughing at me, my dears,"
979,sh,"I should like to know how
     many fellows in my shoes would have refused a share of this loot when
     they knew that they would have their throats cut for their pains.
     Besides, it was my life or his when once he was in the fort. If he
     had got out, the whole business would come to light, and I should
     have been court-martialled and shot as likely as not; for people were
     not very lenient at a time like that."
980,sh,"And now, sir, since
     you are here, we had best have a clear account from your own lips. My
     friend here knows nothing of the details."
981,sh,"They've gone, Mr. Holmes. They went by the last train. The lady
     broke away, and I've got her in a cab downstairs."
982,mm,"Something that is not apparent to other people unless they are technically qualified to observe it. Jekyll and Hyde are real, you know. They were not Stevenson’s invention as such. Michael Rafiel was a—must have been schizophrenic. He had a dual personality. I have no medical knowledge, no psychoanalytic experience. But there must have been in him the two parts of two identities. One, a well-meaning, almost lovable boy, a boy perhaps whose principal attraction was his wish for happiness. But there was also a second personality, someone who was forced by some mental deformation perhaps—something we as yet are not sure of—to kill—not an enemy, but the person he loved, and so he killed Verity. Not knowing perhaps why he had to or what it meant. There are very frightening things in this world of ours, mental quirks, mental disease or deformity of a brain. One of my parishioners was a very sad case in point. Two elderly women living together, pensioned. They had been friends in service together somewhere. They appeared to be a happy couple. And yet one day one of them killed the other. She sent for an old friend of hers, the vicar of her parish, and said: ‘I have killed Louisa. It is very sad,’ she said, ‘but I saw the devil looking out of her eyes and I knew I was being commanded to kill her.’ Things like that make one sometimes despair of living. One says why? and how? and yet one day knowledge will come. Doctors will find out or learn just some small deformity of a chromosome or gene. Some gland that overworks or leaves off working."
983,sh,Sir Henry put his hand upon my shoulder with a pleasant smile.
984,mm,"You see, if I were going to kill anyone—which, of course, I wouldn’t dream of doing for a minute, because it would be very wicked, and besides I don’t like killing—not even wasps, though I know it has to be, and I’m sure the gardener does it as humanely as possible. Let me see, what was I saying?"
985,mm,for you to give me an answer now.
986,mm,"Undoubtedly you are. Now it again took me quite by surprise. Why, you could have knocked me down with a feather that day in Melbourne."
987,hp,"we’ve got two definite leads. There’s the disappearance of the pearls. And there’s the man Fleetwood. As regards the pearls, robbery seems indicated, but—I don’t know whether you’ll agree with me—"
988,mm,Colonel Protheroe merely wrote that he couldn’t wait any longer—
989,sh,"He is my husband, Gennaro
     Lucca. I am Emilia Lucca, and we are both from New York. Where is
     Gennaro? He called me this moment from this window, and I ran with
     all my speed."
990,mm,"I only met her on this tour. That’s why I was surprised. We had expressed ideas to each other, occasionally sat next to each other in the coach, and had struck up quite an acquaintanceship. But I was surprised that she should have expressed a wish to see me when she was so ill."
991,mm,"that I knew. I came to the conclusion there had been three killings. I heard the full story of Mr. Rafiel’s son, the delinquent boy, the exjailbird and I thought that he was all those things, but none of them showed him as being a killer or likely to be a killer. All the evidence was against him. There was no doubt in anyone’s mind that he had killed the girl whose name I had now learned as being Verity Hunt. But Archdeacon Brabazon put the final crown on the business, as it were. He had known those two young people. They had come to him with their story of wanting to get married and he had taken it upon himself to decide that they should get married. He thought that it was not perhaps a wise marriage, but it was a marriage that was justified by the fact that they both loved each other. The girl loved the boy with what he called a true love. A love as true as her name. And he thought that the boy, for all his bad sexual reputation, had truly loved the girl and had every intention of being faithful to her and trying to reform some of his evil tendencies. The Archdeacon was not optimistic. He did not, I think, believe it would be a thoroughly happy marriage, but it was to his mind what he called a necessary marriage. Necessary because if you love enough you will pay the price, even if the price is disappointment and a certain amount of unhappiness. But one thing I was quite sure of. That disfigured face, that battered-in head could not have been the action of a boy who really loved the girl. This was not a story of sexual assault. I was ready to take the Archdeacon’s word for that. But I knew, too, that I’d got the right clue, the clue that was given me by Elizabeth Temple. She had said that the cause of Verity’s death was Love—one of the most frightening words there is.

“It was quite clear then,"
992,sh,"This is beyond anything which I
     could have imagined."
993,sh,"having secured the future, we can afford to be more lenient with the
     past. I am not in an official position, and there is no reason, so
     long as the ends of justice are served, why I should disclose all
     that I know. As to Hayes I say nothing. The gallows awaits him, and I
     would do nothing to save him from it. What he will divulge I cannot
     tell, but I have no doubt that your Grace could make him understand
     that it is to his interest to be silent. From the police point of
     view he will have kidnapped the boy for the purpose of ransom. If
     they do not themselves find it out I see no reason why I should
     prompt them to take a broader point of view. I would warn your Grace,
     however, that the continued presence of Mr. James Wilder in your
     household can only lead to misfortune."
994,mm,"There might be danger, you know, if any of your ideas are right. Have you suspicions of any one particular person?"
995,sh,"I am not retained by the police to supply their deficiencies.
     If Horner were in danger it would be another thing; but this fellow
     will not appear against him, and the case must collapse. I suppose
     that I am commuting a felony, but it is just possible that I am
     saving a soul. This fellow will not go wrong again; he is too
     terribly frightened. Send him to jail now, and you make him a
     jail-bird for life. Besides, it is the season of forgiveness. Chance
     has put in our way a most singular and whimsical problem, and its
     solution is its own reward. If you will have the goodness to touch
     the bell, Doctor, we will begin another investigation, in which, also
     a bird will be the chief feature."
996,hp,Because I want you to tell me the truth.
997,mm,"But it would be advisable, I think, to be careful. Would you have noticed at all, Bunch dear, whether you were followed when you came to London today?"
998,sh,"The facts are briefly these: Some five years ago, during a lengthy
     visit to Warsaw, I made the acquaintance of the well-known
     adventuress, Irene Adler. The name is no doubt familiar to you."
999,sh,"Why, I don't see that
     we have any clue at all."
1000,hp,"Obstinate as a mule he is. I had a chat with Hayes at Liverpool over
the wire this morning."
1001,sh,"it is human to err, and at least
     no one can accuse you of being a callous criminal. Perhaps it would
     be easier for you if I were to tell Mr. Soames what occurred, and you
     can check me where I am wrong. Shall I do so? Well, well, don't
     trouble to answer. Listen, and see that I do you no injustice."
1002,mm,"and she tells the boy and she wants him to marry her. But he, perhaps, doesn’t want to marry her—he has never had any idea of marrying her. But things may be made difficult for him in this case. His father, perhaps, won’t hear of such a thing. Her relations will insist that he ‘does the right thing.’ And by now he is tired of the girl—he’s got another girl perhaps. And so he takes a quick brutal way out—strangles her, beats her head to a pulp to avoid identification. It fits with his record—a brutal sordid crime—but forgotten and done with."
1003,sh,"It is not an English
     paper at all. Hold it up to the light."
1004,sh,"was the message, and the place of origin,
     Baden."
1005,mm,"I don’t see how anyone else could have done it,"
1006,mm,"In fact, I had no opportunity of doing so."
1007,hp,"You take the holiday; that is it, yes?"
1008,sh,"There are three men waiting for him at the door,"
1009,hp,"I have been worried over the why of this case. Hastings said to me the other day that the case was ended. I replied to him that the case was the man! The mystery was not the mystery of the murders, but the mystery of A B C. Why did he find it necessary to commit these murders? Why did he select me as his adversary?

“It is no answer to say that the man was mentally unhinged. To say a man does mad things because he is mad is merely unintelligent and stupid. A madman is as logical and reasoned in his actions as a sane man—given his peculiar biased point of view. For example, if a man insists on going out and squatting about in nothing but a loin cloth his conduct seems eccentric in the extreme. But once you know that the man himself is firmly convinced that he is Mahatma Gandhi, then his conduct becomes perfectly reasonable and logical.

“What was necessary in this case was to imagine a mind so constituted that it was logical and reasonable to commit four or more murders and to announce them beforehand by letters written to Hercule Poirot.

“My friend Hastings will tell you that from the moment I received the first letter I was upset and disturbed. It seemed to me at once that there was something very wrong about the letter."
1010,hp,"J stands for Jacqueline de Bellefort, a young lady who declared to me less than a week ago that she would like nothing better than to—"
1011,mm,That rather depends as to whether I receive any further invitation to go back to The Old Manor House. I would not like to suggest it myself because my original invitation was for the two nights that the tour was to have stayed here originally. I think possibly it would be better for me to remain at the Golden Boar.
1012,sh,"For answer Holmes pushed back the frill of black lace which fringed
     the hand that lay upon our visitor's knee. Five little livid spots,
     the marks of four fingers and a thumb, were printed upon the white
     wrist."
1013,sh,"Was it not very extraordinary that you should do this on the very
     day when there were these papers inside?"
1014,hp,Don’t be sorry for me. Don’t be kind. It’s easier if you’re not.
1015,sh,"But, I say, what about that bloomin' fiddle!
     I hear it yet."
1016,mm,what the old lady meant by that remark about a policeman?
1017,hp,"Don’t misunderstand me, sir. My wife was an actress. She was also a very good-looking woman. In both capacities she aroused a certain amount of jealousy and envy. There were fusses over parts—there was rivalry from other women—there was a good deal, shall we say, of general envy, hatred, malice, and all uncharitableness! But that is not to say that there was anyone who was capable of deliberately murdering her."
1018,hp,"Well, no matter. I have still my little
idea."
1019,hp,a murderer of the first class never wears a false beard!
1020,sh,"That was my miscalculation. It is evident
     that his memory is much more reliable than I had thought. By the way,
     can we, before we go, see the window of Miss Presbury's room?"
1021,mm,"It reminds me of the time the man went round pretending to be the Gas Inspector,"
1022,sh,"you have formed your opinion!
     Come, now, we shall see who agrees with you. I say it is south, for
     the country is more deserted there."
1023,hp,"Let us get back to the culpable conduct of Dr. Sheppard,"
1024,sh,"He rang the bell as he spoke,
     and Jefferson Hope was led off by a couple of warders, while my
     friend and I made our way out of the Station and took a cab back to
     Baker Street.





          CHAPTER VII
          The Conclusion


     We had all been warned to appear before the magistrates upon the
     Thursday; but when the Thursday came there was no occasion for our
     testimony. A higher Judge had taken the matter in hand, and Jefferson
     Hope had been summoned before a tribunal where strict justice would
     be meted out to him. On the very night after his capture the aneurism
     burst, and he was found in the morning stretched upon the floor of
     the cell, with a placid smile upon his face, as though he had been
     able in his dying moments to look back upon a useful life, and on
     work well done."
1025,sh,"There was a quick step on the stairs, a sharp tap at the door, and a
     moment later the new client presented himself. He was a tall,
     handsome youth about thirty, well dressed and elegant, but with
     something in his bearing which suggested the shyness of the student
     rather than the self-possession of the man of the world. He shook
     hands with Holmes, and then looked with some surprise at me."
1026,mm,"You are worried about your sister, about Anthea?"
1027,mm,"I didn’t see it myself for two days,"
1028,sh,"'journeys
     end in lovers' meetings,' as the old play says. I don't think I have
     had the pleasure of seeing you since you favoured me with those
     attentions as I lay on the ledge above the Reichenbach Fall."
1029,mm,"I would suggest—this is just a mere suggestion—that the warning should come from somebody who is known to have rather unusual views on these matters. Dr. Haydock’s conversation would lead anyone to suppose that he might view such a thing as murder from an unusual angle. If he were to hint that somebody—Mrs. Sadler—or one of her children—had actually happened to see the transposing of the cachets—well, of course, if Mr. Redding is an innocent man, that statement will mean nothing to him, but if he isn’t—"
1030,mm,"You know one doesn’t stop at one murder. I have noticed that in the course of my life and in what I have observed of crime. You killed two girls, didn’t you? You killed the girl you loved and you killed a different girl."
1031,mm,"That’s what you mean, isn’t it? When you know that someone is very rich, somehow, well, you don’t ask anymore. I mean you don’t ask to know anymore. You say ‘He is very rich’ or you say ‘He is enormously rich,’ and your voice just goes down a little because it’s so impressive, isn’t it, when you meet someone who is immensely rich."
1032,mm,you can’t get hold of dead bodies right and left. What did they do with the—the first corpse afterwards?
1033,mm,I thought it one of those silly remarks women will make. If there seemed one thing sure on earth it was that Protheroe had written that note.
1034,hp,"You see, me, I have been
familiar with the idea for some time."
1035,sh,"I had a catching of the breath, and my skin went cold at the words,
     which were slowly uttered in a tone of concentrated resolution. As a
     flash of lightning in the night shows up in an instant every detail
     of a wide landscape, so at one glance I seemed to see every possible
     result of such an action--the detection, the capture, the honoured
     career ending in irreparable failure and disgrace, my friend himself
     lying at the mercy of the odious Milverton."
1036,mm,I am sorry. I am most terribly sorry. Who was it who was hurt?
1037,sh,"It is no time for me to hide anything. James and his father had many
     disagreements about me. Mr. McCarthy was very anxious that there
     should be a marriage between us. James and I have always loved each
     other as brother and sister; but of course he is young and has seen
     very little of life yet, and--and--well, he naturally did not wish to
     do anything like that yet. So there were quarrels, and this, I am
     sure, was one of them."
1038,mm,"It was a wicked idea—but a very clever one. It was our talk in the drawing room that put it into his head. The body of poor Mary, the housemaid—why not use it? Remember, the Sanders’ room was up amongst the servants’ quarters. Mary’s room was two doors off. The undertakers wouldn’t come till after dark—he counted on that. He carried the body along the balcony (it was dark at five), dressed it in one of his wife’s dresses and her big red coat. And then he found the hat cupboard locked! There was only one thing to be done, he fetched one of the poor girl’s own hats. No one would notice. He put the sandbag down beside her. Then he went off to establish his alibi.

“He telephoned to his wife—calling himself Mr. Littleworth. I don’t know what he said to her—she was a credulous girl, as I said just now. But he got her to leave the bridge party early and not to go back to the Hydro, and arranged with her to meet him in the grounds of the Hydro near the fire escape at seven o’clock. He probably told her he had some surprise for her.

“He returns to the Hydro with his friends and arranges that Miss Trollope and I shall discover the crime with him. He even pretends to turn the body over—and I stop him! Then the police are sent for, and he staggers out into the grounds.

“Nobody asked him for an alibi after the crime. He meets his wife, takes her up the fire escape, they enter their room. Perhaps he has already told her some story about the body. She stoops over it, and he picks up his sandbag and strikes. . . Oh, dear! It makes me sick to think of, even now! Then quickly he strips off her coat and skirt, hangs them up, and dresses her in the clothes from the other body.

“But the hat won’t go on. Mary’s head is shingled—Gladys Sanders, as I say, had a great bun of hair. He is forced to leave it beside the body and hope no one will notice. Then he carries poor Mary’s body back to her own room and arranges it decorously once more."
1039,hp,"There is something about that letter, Hastings, that I do not like…."
1040,hp,"I thank you, no. You are sure, are you not, that there is nothing—nothing at all, that you have forgotten to tell us?"
1041,hp,"You will pardon me, M. Poirot, but I do not quite understand you."
1042,hp,"And what did you do after that, Mademoiselle?"
1043,sh,"You are perfectly right. Let it play!
     These modern gramophones are a remarkable invention."
1044,hp,"It will be simpler to say who it could not have been. Neither Monsieur Doyle, Madame Allerton, Monsieur Allerton, Mademoiselle Van Schuyler, nor Mademoiselle Bowers could have had anything to do with it. They were all within my sight."
1045,hp,"Those two matches are of a different shape,"
1046,sh,"Now for our friend Lestrade. I had a note from him this morning, in
     which he says:"
1047,mm,"Well, not the last day or two. Girls don’t understand that people have to have a little assistance when they get to middle age. They seem to have some absurd idea—she and the Price boy—of going to visit some mountain or some landmark. About a seven or eight mile walk there and back."
1048,mm,"Yes. I had no idea then of his existence. But from then on I felt that the chief characters—the chief actors—in the drama, whichever way you like to put it, were not on the tour. They were not members of the coach party. I hesitated just for a short time, hesitated over some particular persons. I hesitated, considering Joanna Crawford and Emlyn Price."
1049,mm,"yes, I rather think that the whole thing was lies. There again, she knew nothing about gardening. She pretended to but it wasn’t true."
1050,mm,"Yes, it does. Who would want to kill a retired and respected Headmistress? That is a question we want answered. It is possible, faintly possible that Miss Temple herself might be able to tell us. She might have recognized the figure above her or she might more likely have known of someone who bore her ill will for some special reason."
1051,sh,"Oh, Mr.
     Holmes, I would cut off my right hand before I gave him a moment of
     sorrow! There is no woman in all London who loves her husband as I
     do, and yet if he knew how I have acted--how I have been compelled to
     act--he would never forgive me. For his own honour stands so high
     that he could not forget or pardon a lapse in another. Help me, Mr.
     Holmes! My happiness, his happiness, our very lives are at stake!"
1052,sh,"You can see that it was a very
     short-bladed scissors, since the cutter had to take two snips over
     'keep away.'"
1053,hp,"As soon as I heard you were coming over I said to myself: something will arise. As in former days we will hunt together, we two. But if so it must be no common affair. It must be something"
1054,sh,"I think that this is all we will need,"
1055,hp,"That oughtn’t to be difficult. He’s a Britisher, and does what he calls ‘Keeps himself to himself.’ He’s a low opinion of Americans and no opinion at all of any other nationality."
1056,mm,"Well, I don’t know that it affected her appearance at all,"
1057,hp,They are very amusing. The more emotional they feel the less command they have of language.
1058,sh,"I did a good deal of shopping. Dr. Mortimer here went round with me.
     You see, if I am to be squire down there I must dress the part, and
     it may be that I have got a little careless in my ways out West.
     Among other things I bought these brown boots--gave six dollars for
     them--and had one stolen before ever I had them on my feet."
1059,sh,"That's the result of all our Study in Scarlet: to get them a
     testimonial!"
1060,hp,"Well, sir, where do we go from here? I admit taking the pearls from Linnet’s cabin and you’ll find them just where you say they are. I’m guilty all right. But as far as Miss Southwood is concerned, I’m not admitting anything. You’ve no evidence whatever against her. How I got hold of the fake necklace is my own business."
1061,hp,"You went out to meet him at ten minutes past
nine. What did you say to each other?"
1062,hp,"Those blows—the ones delivered with great force penetrating the muscle—never, never could anyone with so frail a physique inflict them."
1063,mm,"Really very kind, but I’m sure—I mean, you know it was just a two-day visit. I meant originally to go off with the coach. I mean, after the two days. If it hadn’t been for this very, very tragic accident but—well, I really felt I couldn’t go on any longer. I thought I must have at least, well at least one night’s rest."
1064,hp,"So now we know something about Mr. Mercado,"
1065,mm,"No, no, I didn’t mean that. But either you know too much—which might be dangerous … I think I am going to stay here to keep an eye on you."
1066,sh,"Perhaps I can help you to see that and one or two other things as
     well,"
1067,mm,I know that that was where Mr. Rafiel met you and where—shall I say—you two collaborated.
1068,hp,"After all, he’s not a reasonable human being,"
1069,sh,"I am sure we owe you an apology, Mrs. Toller,"
1070,hp,"Say, gentlemen, this business is getting on my nerves. Murder and the snow and all, and nothing doing. Just hanging about and killing time. I’d like to get busy after someone or something."
1071,mm,I talked to Sister Barker on the telephone.
1072,sh,"The
     man's career is that of an honourable soldier."
1073,mm,"Then you think the same as I do,"
1074,sh,"We were
     hardly quick enough with our pistols."
1075,sh,"I was going to say that my practice could get along very well for a
     day or two, since it is the slackest time in the year."
1076,hp,"You are very intelligent, Mademoiselle. I have thought so ever since I arrived here. It would be a pleasure to discuss this business with you."
1077,sh,"The shadow
     has departed and will not return. We must see what further cards we
     have in our hands and play them with decision. Could you swear to
     that man's face within the cab?"
1078,mm,I had rather an unusual letter from a firm of solicitors.
1079,mm,"Just one other question I should like to ask you, Miss Marple. Does the word “Nemesis"
1080,sh,"He has been interesting
     himself also in your business, Mr. Josiah Amberley, though we have
     been working independently. But we both have the same question to ask
     you!"
1081,sh,"He knows that I cannot
     verify his guess."
1082,hp,"There is one other point that I must mention. As she left, Mrs. Marshall asked me not to say I had seen her."
