no.,character,quote
751,marple,"Do you think I could ever do a thing like that? Do you think I could strangle the girl I loved? Do you think I could bash her face in, crush her head to a pulp? Nothing but a vicious, depraved man would do a thing like that."
752,marple,"I have known such things happen in my own youth. The excuses may have been different, and I think we had less chance of getting away with things than you do now."
753,marple,No. This is not for me exactly a sightseeing tour.
754,marple,I didnt mean that at all. I mean that the murder didnt occur when you thought it occurred.
755,marple,"to know how to take things. Whether one should be firm. Rather authoritative. Perhaps, even, well, just a little—a little fierce, you know, or whether one should be sympathetic. Listen to things and perhaps hold out hopes which one knows are not justified. Yes, its difficult."
756,poirot,"It may come to that. But let us not be in a hurry. Let us proceed
slowly, with due order and method. Charles Kent is not yet formally
charged with murder. Circumstances may arise which will render your
story unnecessary."
757,poirot,"But I understand nothing—but nothing of all this! The enemy that this Ratchett spoke of, he was then on the train after all? But where is he now? How can he have vanished into thin air? My head, it whirls. Say something, then, my friend, I implore you. Show me how the impossible can be possible!"
758,poirot,"She is truly grande dame. These two are also of the same position, but the Count impressed me as a man of somewhat truculent disposition. He was not pleased when you insisted on questioning his wife. And this will annoy him still further. Suppose—eh—we omit them. After all, they can have nothing to do with the matter. Why should I stir up needless trouble for myself."
759,poirot,"I was only joking! Whod want to murder me, I should like to know?"
760,poirot,And love? Eh? And love? But you do not know—she may have been married for her money!
761,poirot,"Only yesterday he looked such a happy boy, with everything in the world he wanted. And now his beautiful wife killed and he himself laid up and helpless. I do hope, though—"
762,poirot,"I dont think Miss Johnson liked Mrs. Leidner either very much. But she was quite open and aboveboard about it. She as good as admitted she was prejudiced. You see, shes very devoted to Dr. Leidner and had worked with him for years. And of course, marriage does change things—theres no denying it."
763,poirot,I would like a word with him before our good inspector takes him in hand.
764,poirot,"To Let sign appeared in the windows. On the other side was a house with somewhat grimy muslin curtains. The door was opened after some delay by a very dirty child with a nose that needed attention. Good evening,"
765,poirot,"we know more than you think. If Miss Debenham is innocent, why did she conceal that fact? Why did she tell me that she had never been in America?"
766,poirot,"If by any chance theres a dope gang mixed up in this, it opens up several possibilities. First of all, the dead woman may have been in with the gang herself. Think thats likely?"
767,poirot,"You mean—the money? Hang it all, you dont suggest that it was Miss
Ackroyd who took that forty pounds?"
768,poirot,"I am sure that would be your view. Well, Colonel Arbuthnot, I do not think there is anything more I have to ask you. There is nothing you yourself can recall last night that in any way struck you—or shall we say strikes you now looking back—as suspicious?"
769,poirot,"No, Im afraid I cant. I was engrossed in my work, you see."
770,poirot,Princess Dragomiroff has great personality and immense will power. But let us pass from that for the moment.
771,poirot,"I dont think we need detain the doctor any longer, eh? Thank you, Doctor."
772,poirot,"There is one other point that I must mention. As she left, Mrs. Marshall asked me not to say I had seen her."
773,poirot,"On the day of the crime, Mademoiselle, somebody had been in that cave who used Gabrielle No 8."
774,poirot,"I remember now, the train started from Stamboul just as we were talking about it."
775,poirot,What do you feel ought to be done about it?
776,poirot,"the first theory you put forward was the correct one—decidedly so. I suggest that that is the solution we offer to the Yugo-Slavian police when they arrive. You agree, Doctor?"
777,poirot,"You see, me, I have been
familiar with the idea for some time."
778,poirot,Did Linda Marshall actually enter the sea before you left the beach?
779,poirot,"Will you be seated? Dr. Sheppard is so kind as to permit me the use of his surgery for a little
conversation I am anxious to have with you."
780,poirot,"I agree. One can pretty well rule that out. Well, man, its up to you. This is your show."
781,poirot,"Take a seat, will you not? What
I have to say may take some time."
782,poirot,"Your dream has a very natural explanation. It is that you find that already the image of one sister fades in your memory and that its place is taken by the other sister. Mademoiselle Megan replaces her sister in your heart, but since you cannot bear to think of yourself being unfaithful so soon to the dead, you strive to stifle the thought, to kill it! That is the explanation of the dream."
783,poirot,"I fall into the bad habit of leaving my sentences unfinished this
morning,"
784,poirot,"Ive decided to call in Scotland Yard and hand the case over to them. In my opinion, although there have been grounds for suspicion against one or two people, the whole case hinges on dope smuggling. It seems clear to me that that place, Pixys Cave, was a definite rendezvous for the stuff."
785,poirot,"Here comes Mrs. Redfern now, coming up from her bathe."
786,poirot,"I do not know. But I will tell you
this: I believe that when we find the explanation of that telephone
call we shall find the explanation of the murder."
787,poirot,"It brings back to me something. Some years ago. I cannot remember…It was a case in America, was it not?"
788,poirot,"No, Mr. Clarke. You were safe enough so long as no one suspected you. Once you were suspected proofs were easy to obtain."
789,poirot,Thats what it looks like to me. Of course I dont know anything….
790,poirot,—so difficult to know which pieces are part of the fur rug and which are the cats tail.
791,poirot,"Of course. He could move in two directions on one plane, but he could go at right angles to that plane too. That is, he couldnt go up very well, but he could go down."
792,poirot,"All the same it seems hardly credible…Well, we shall see. Let us have the maid here."
793,poirot,"The fault is mine. Father Lavigny, he explains to me some tablets, and I take one to the window to see better—and, ma foi, not looking where I was going, I steb the toe, and the pain is sharp for the moment and I cry out."
794,poirot,"You know, Im not much of a fellow for temples and sightseeing and all that, but a place like this sort of gets you, if you know what I mean. Those old Pharaohs must have been wonderful fellows."
795,poirot,"Yes. Hes an obstinate devil. And its difficult to see just where the flaw is. Supposing Strange is making a mistake and the man wasnt Cust—why on earth should he say his name is Cust? And the writing in the hotel register is his all right. You cant say hes an accomplice—homicidal lunatics dont have accomplices! Did the girl die later? The doctor was quite firm in his evidence, and anyway it would take some time for Cust to get out of the hotel at Eastbourne without being seen and get over to Bexhill—about fourteen miles away—"
796,poirot,"Your family is, I know, a proud and ancient one. It would be bitter indeed for you to have your wife dragged into an unpleasant police case. With that I can sympathize. But how, then, do you explain the presence of your wifes handkerchief actually in the dead mans compartment?"
797,poirot,"Oh, Neasden doesnt commit himself. Hes a cautious chap. A quarter to eleven is his earliest outside limit."
798,poirot,"Me, I work with my brains and am not ashamed of it,"
799,poirot,"Well, dont tell me you havent got an eye for a pretty girl! What do you think of her, eh?"
800,poirot,Well. M. The beach seems very deserted this morning. Where is everybody?
801,poirot,"Im not in the least anxious for your opinion, thank you,"
802,poirot,"It is
as I say. You got a good sum then as blackmail, and Major Ellerby went
on paying you until he died. Now I want to hear about your latest
experiment."
803,poirot,"If it is not in Madame Doyles cabin, there is, logically, only one other place where it could be."
804,poirot,"What exactly do you mean by that phrase, M. MacQueen?"
805,poirot,"It
will be a great privilege to watch you at work——Hallo, whats this?"
806,poirot,"Lies—and again lies—it amazes me, the amount of lies we had told to us this morning."
807,poirot,"Oh, yes—I agree with that which you have just this minute said. Arlena Marshall herself is the best, the only clue, to her own death."
808,poirot,"He has stood by me
through thick and thin. He did what he thought was the best. I see now,
from what M. I
should have come forward and faced the music. You see, in the home, we
never saw a newspaper. I knew nothing of what was going on."
809,poirot,"From Inspector Glen? What can I do for you, Mr."
810,poirot,"There is no mistake. Here is our missing weapon all right—eh, docteur?"
811,poirot,I dont really know about Mr. Emmott. Hes always so quiet and never says much. She was very nice to him always. You know—friendly—called him David and used to tease him about Miss Reilly and things like that.
812,poirot,Sure. Get right on with it and let me clear my character if I can.
813,poirot,"From your point of view it would be regrettable, I agree. But nevertheless let us just for one moment suppose it. Then, perhaps, all these here are linked together—by death."
814,poirot,"Whys that? Because of my name? Whats that to do with it? Is a man
whose name is Kent bound to be born in that particular county?"
815,poirot,"You have not got rid of me so easily, you see!"
816,poirot,"I understood, sir, that you wished to ask me a few questions about my
late master—private like."
817,poirot,"Then let us continue our conversation. I have formed the idea that this Donald Fraser has, perhaps, a violent and jealous temper, is that right?"
818,poirot,"Its difficult, sir. Theres not the least clue towards whom the victim may be. Speaking fair and square, what steps can we take?"
819,poirot,"Something has occurred to worry you. That is right, is it not?"
820,poirot,He laughed and said a few words. I—I did not quite catch them.
821,poirot,"No, no, I had nothing to do with this business last night. I never left my carriage. The long-faced Englishman, he can tell you so. It was not I who killed this pig—this Ratchett. You cannot prove anything against me."
822,poirot,"It strikes me, M."
823,poirot,Cromes in a fog. Exert those cellular arrangements of yours I used to hear so much about. Show us the way he did it.
824,poirot,Did she know he was going to be down here?
825,poirot,"I will help you. I heard what you said to Hastings. That your sister was a bright, happy girl with no men friends. It was—un peu—the opposite that was true, was it not?"
826,poirot,"I see. With the right hand it is exceedingly difficult—almost impossible. One would have to strike backhanded, as it were. But if the blow were struck with the left hand—"
827,poirot,"This morning fresh
developments have arisen. It seems now that Mr. Ackroyd was murdered,
not at a quarter to ten, but _before_. Between ten minutes to nine,
when Dr. Sheppard left, and a quarter to ten."
828,poirot,It can do no harm to try. I think myself that A B C will be too cunning to reply.
829,poirot,"You were very obviously upset and surprised by her nonappearance. Almost too obviously, perhaps. It is my theory, Mr. Redfern, that she went to Pixy Cove to meet you, and that she did meet you, and that you killed her there as you had planned to do."
830,poirot,I suppose the stewardess is in attendance to see I dont hang myself or swallow a miraculous capsule of prussic acid as people always do in books. You neednt be afraid! I shant do that. It will be easier for Simon if Im standing by.
831,poirot,Now what do I see? I see half the courtyard—and the archway—and the doors of the drawing office and the photographic room and the laboratory. Was there anyone in the courtyard?
832,poirot,"Well, Ive taken the prints of every member of the household, every
one, mind you, from the old lady down to the kitchenmaid."
833,poirot,But there is still some information that I think you might be able to give us.
834,poirot,"Let us get back to the culpable conduct of Dr. Sheppard,"
835,poirot,"I think there were. Is—is that
the object of your experiment?"
836,poirot,Unless our murderer figured to himself that he had not accomplished his job properly and came back to make quite sure; but that is manifestly absurd! Anything else?
837,poirot,"You do not understand, Monsieur. I have been very fortunate in my profession. I have made enough money to satisfy both my needs and my caprices. I take now only such cases as—interest me."
838,poirot,"I am sure Im sorry I spoke so sharp just now, but youd hardly believe the worry one has to put up with—fellows coming along selling this, that and the other—vacuum cleaners, stockings, lavender bags and such-like foolery—and all so plausible and civil spoken. Got your name, too, pat they have. Its Mrs. Fowler this, that and the other."
839,poirot,Assuredly they are Americans. I meant what did you think of their personalities?
840,poirot,No more did M. Verrier when he went there that same afternoon.
841,poirot,I havent any trouble. There is nothing you can do for me. I dont know what you are talking about.
842,poirot,"They said I must come to the inquest—thats on Monday, sir. But Ive nowhere to go there—I couldnt fancy being over the shop—now—and what with the housemaid being away, I didnt want to put the mistress out more than may be."
843,poirot,"Listen, my friend. Last night I had been talking with Mrs. Redfern on Sunny Ledge. I came down from there to the hotel and on my way I saw those two together—Mrs. Marshall and Patrick Redfern. And a moment or two after I met Captain Marshall. His face was very stiff. It says nothing—but nothing at all! It is almost too blank, if you understand me. Oh! he knew all right."
844,poirot,"Some day, I feel, weve got to make a stand and fight it out. Her attitude isnt reasonable."
845,poirot,"For the moment we still concern ourselves with Mademoiselle de Bellefort. We must speak to Mademoiselle Bowers. But first, before you go"
846,poirot,"I think that when the moment comes—that is, when the fourth letter arrives—we ought to join forces. Until then, perhaps we might each try our luck on our own. I dont know whether there are any points M."
847,poirot,he wont get there. Not nearly. Youll have him by the heels long before that. Interesting to know how hed have dealt with the letter X.
848,poirot,It is not my desire to speak technically—that is only confusing—but I can assure you that one or two of the blows were delivered with such force as to drive them through hard belts of bone and muscle.
849,poirot,"a _bagatelle_,
mademoiselle. A _rien du tout_. Not for a moment do I believe that
Ralph Paton has been arrested."
850,poirot,"The cook has been here seven years, the parlormaid eighteen months,
and Parker just over a year. The others are new. Except for something
fishy about Parker, they all seem quite all right."
851,poirot,No. Hes got his rules—crazy rules—and abides by them. Fair warning. He makes a point of that. Thats where his boastfulness comes in. I wonder now—Id almost bet the chap drinks White Horse whisky.
852,poirot,"Colonel Race and I must interview all the passengers. Until we have got their stories it would be unwise to form theories. Then there is the maid. We ought to interview her first of all. It would, perhaps, be as well if we did that here. Monsieur Doyles presence might be helpful."
853,poirot,"I wonder. There are, you know, several possibilities about Mrs. Marshalls death. There is the theory that she was being blackmailed, that she went that morning to meet the blackmailer and that the blackmailer killed her. There is the theory that Pixy Cove and Cave were being used for drug running, and that she was killed because she accidentally learned something about that. There is a third possibility—that she was killed by a religious maniac. And there is a fourth possibility—you stood to gain a lot of money by your wifes death, Captain Marshall?"
854,poirot,"I am
quite sure that Parker did not do the murder,"
855,poirot,"You heard nothing else—the opening or shutting of a door, for instance?"
856,poirot,"Well, that was pretty natural under the circumstances, dont you think?"
857,poirot,Not in the least. I puzzled and puzzled over it but I couldnt even get a glimmering.
858,poirot,"I expect you are all glad to get back to work again,"
859,poirot,Sailing? Its the best fun in the world. Wish I could do more of it. Used to spend most of my time as a boy in a sailing dinghy round this coast.
860,poirot,"Im trying to judge the thing
fair and square. Im a local man, and Ive seen Captain Paton many
times in Cranchester. Im not wanting him to be the guilty one—but its
bad whichever way you look at it. If hes innocent, why doesnt he come
forward? Weve got evidence against him, but its just possible that
that evidence could be explained away. Then why doesnt he give an
explanation?"
861,poirot,Alas! I have shocked you. First my inertia—and then my views.
862,poirot,"Would you like to go with the inspector, M."
863,poirot,"That is what I seek to arrive at. Would any
man use such a phrase in _talking_ to another? Impossible that that
should be part of a real conversation. Now, if he had been dictating a
letter——"
864,poirot,that in view of what has occurred I am obliged to put certain questions to all the passengers.
865,poirot,"Theres jealousy and theres the money motive. Of course, in a way, a husbands the obvious suspect. One naturally thinks of him first. If he knew his missus was carrying on with the other chap—"
866,poirot,"Ah, but ladies first—this time it would not be the politeness. We will start elsewhere."
867,poirot,"No, my friend, it is empty. It lay
where you dropped it in the summer-house that night."
868,poirot,"Do you remember when I said I must follow my star? You said it might be a false star. And I said: That very bad star, that star fell down."
869,poirot,"Good-looking fillies, some of em. Bit on the thin side, perhaps."
870,poirot,"No, of course not. I understand that. But you see, it is of importance to me, because I feel I might have done something."
871,poirot,"Oh, poor child, poor child. And I thought—I imagined—something quite different—that she knew something which would—"
872,poirot,"The girl in the restaurant mentioned a friend—a friend who, she was very positive, would not let her down. That friend, I think, was you, Madame."
873,poirot,Certainly I did. As soon as I heard of the shocking occurrence I perceived that my statement might be helpful and came forward accordingly.
874,poirot,Theres the café and theres the girls home. Id better go to both of them. Kelsey can come with me.
875,poirot,"And unluckily I didnt hear anything at all. I cant think why not. After all, Linnets cabin is only one away from mine. I should think Id have been bound to hear the shot. Go along, Tim; theyre waiting for you."
876,poirot,An old woman of the name of Ascher who keeps a little tobacco and newspaper shop has been found murdered.
877,poirot,"Description was circulated, as you know. In the press and privately. Not much to go on, I admit. This fellow has an American accent all
right, and he doesnt deny that he was near Kings Abbot that night. Just asks what the hell it is to do with us, and that hell see us in
—— before he answers any questions."
878,poirot,Yes. A B Cs slipped up for once—if thats any satisfaction to us. Deceaseds a man called Earlsfield—George Earlsfield. Barber by profession.
879,poirot,"Didnt you? Oh, he told me all about it. Poor lad. Its a great grief
to all the family. Theyve kept him at home so far, but its getting
to such a pitch that theyre afraid hell have to go into some kind of
institution."
880,poirot,"Quite frankly, I should have jumped to the conclusion that it was suicide,"
881,poirot,There has been a murder—the police want to know who has been in the shop—I myself think it would have—what shall I say?—looked more natural if you had come forward.
882,poirot,"You are a man of the world—a man, I think, of considerable acumen. What, frankly, was your opinion of the late Mrs. Marshall?"
883,poirot,"Ive just got to confess one thing, M. It gave me a kind of a turn meeting you here—not that I wasnt just thrilled to meet you, because I was. Mr. Gardener knows that. But it just came to me that you might be here—well, professionally. You know what I mean? Well, Im just terribly sensitive, as Mr. Gardener will tell you, and I just couldnt bear it if I was to be mixed up in crime of any kind. You see—"
884,poirot,"Very glad to have you, sir. Youve got permission to do anything you
please. Inspector Japp of Scotland Yard was asking after you the other
day. Said hed heard you were connected unofficially with this case. Wheres Captain Paton hiding, sir, can you tell me that?"
885,poirot,"Its possible, all right. And if its true, it ought to be easy to prove. Did he come on foot or in a boat? The latter seems more likely. If so, he must have hired a boat somewhere. Youd better make inquiries."
886,poirot,"Havent got the fancy manner for a place like that. No, I never had any connection with the Armstrong house—but Im beginning to believe Im about the only one on this train who hadnt! Can you beat it—thats what I say? Can you beat it?"
887,poirot,"Put it on to a poor devil like Fleetwood, who cant defend himself, whos got no money to hire lawyers. But I tell you this—if you try and saddle Fleetwood with this business youll have me to deal with."
888,poirot,"I shall be glad to get Mrs. Gardener away. Shes a very, very sensitive woman, and this affair has got on her nerves. Shes very highly strung."
889,poirot,I feel as though I shall never escape from her.
890,poirot,What was her manner—when the string broke and the candles fell out of the parcel?
891,poirot,"I am not mad. It was the little
discrepancy in time that first drew my attention to you—right at the
beginning."
892,poirot,"Of course. De mortuis nil nisi bonum and all that, but you cant get away from facts. That woman was a bad lot through and through. Youve only got to hunt round a bit in her unsavoury past."
893,poirot,"Certainly, my dear doctor. Unless M."
894,poirot,"Yes, I do. But if she did, the reason arose out of her instinct to dramatize herself. Mrs. Leidner was a bit of a film star in private life! She had to be the centre of things—in the limelight. By the law of opposites she married Leidner, whos about the most retiring and modest man I know. He adored her—but adoration by the fireside wasnt enough for her. She had to be the persecuted heroine as well."
895,poirot,"Thats rather difficult to say, too. It wasnt easy to know what Mrs. Leidner thought of people. Sometimes, I fancy, he puzzled her. I remember her saying to Dr. Leidner that he was unlike any priest she had ever known."
896,poirot,"You dont understand. Hes just sorry for me—awfully sorry for me, because he knows how terrible it is for me to know Ive hurt him so badly."
897,poirot,"Thank you, Mr. Partridge, for answering these questions. Have you, by any chance, an A B C in the house? I want to look up my return train to London."
898,poirot,"I exaggerate, perhaps. The American, Hardman, and the German maid—yes, they have added something to our knowledge. That is to say, they have made the whole business more unintelligible than it was."
899,poirot,"You have been very
kind—very kind indeed. You—you do believe me, dont you? That Charles
had nothing to do with this wicked murder!"
900,poirot,"In truth I sympathize with you, but what will you? It is a question of murder, is it not? One has to be very, very careful."
901,poirot,"Not exactly hanging about. Of course, there are a lot of people what you might call wandering about at this time of year. One often meets people strolling with an aimless look across the golf links or down the lanes to the sea. In the same way, practically everyone one sees this time of year is a stranger."
902,poirot,"But that is because he is a director of the line, not because he has a masterful character."
903,poirot,Not at all. Ive got to hand it to you.
904,poirot,"Yes, but the question Was it later? can also be answered in the affirmative. I agree with your theory, M. Bouc, and so, I think, does M. The First Murderer came earlier than 1:15, the Second Murderer came after 1:15. And as regards the question of left-handedness, ought we not to take steps to ascertain which of the passengers is left-handed?"
905,poirot,The cool way she answered you this morning about these same letters!
906,poirot,"He will examine those notes, and will probably notice the tear. Of course if he were of a parsimonious disposition he would not be able to bring himself to destroy a mille note—but I very much fear that his temperament is just the opposite."
907,poirot,You went to this inn—this Three Boars—last night on your way home?
908,poirot,"Will you allow me to tell you something, Madame? Something that is as true as the stars above us? The Arlena Stuarts—or Arlena Marshalls—of this world—do not count."
909,poirot,"that somewhere, at some time, I have heard that voice before—the voice of Monsieur Doyle—and I wish I could remember where."
910,poirot,But I guess every nation likes its own girls best.
911,poirot,"This button, Madame, may have dropped from the conductors uniform, either when he searched your cabin, or when he was making the bed up last night."
912,poirot,"I know what it was you thought. Actually your manner frightened Linda still further. She believed that her action had really brought about Arlenas death and that you knew it. Christine Redfern worked on her too, introducing the idea of the sleeping tablets to her mind, showing her the way to a speedy and painless expiation of her crime. You see, once Captain Marshall was proved to have an alibi, it was vital for a new suspect to be found. Neither she nor her husband knew about the dope smuggling. They fixed on Linda to be the scapegoat."
913,poirot,"Look round you, my good Parker. Is this room exactly as it was then?"
914,poirot,"Let me congratulate you, Madame, on a very lovely daughter,"
915,poirot,"I wondered whether you would remember that. By the way, I was awakened by what sounded like something heavy falling against my door. Have you any idea what that could have been?"
916,poirot,"But Major Blunt was under the
impression that it was _you_ to whom Mr. Ackroyd was speaking."
917,poirot,"See you, I recognize my own weaknesses. It has been said of me that I like to make a case difficult. This solution that you put to me—it is too simple, too easy. I cannot feel that it really happened. And yet, that may be the sheer prejudice on my part."
918,poirot,"two clues is too much carelessness. I agree with M. Bouc. The handkerchief was a genuine oversight—hence no one will admit that it is theirs. The pipe cleaner is a faked clue. In support of that theory, you notice that Colonel Arbuthnot shows no embarrassment and admits freely to smoking a pipe and using that type of cleaner."
919,poirot,"whatever else I may be, I
am not a fool."
920,poirot,Your evidence gave her an alibi—yes. But what was your evidence based on? It was based on Linda Marshalls own wristwatch. You do not know of your own knowledge that it was a quarter to twelve when you left her—you only know that she told you so. You said yourself the time seemed to have gone very fast.
921,poirot,"Even if I were to—kill her, you couldnt stop me."
922,poirot,But nobody else has had a murderer walking right through their compartment in the middle of the night.
923,poirot,"Im sure Im right. When a womans neither more nor less than a nasty mess, then she herself will provide the best possible clue. Dont you agree with me, M."
924,poirot,"Yes, I will do that. But it is my opinion that I shall not be able to accomplish anything."
925,poirot,"The secretary said there were no papers of particular importance on
the desk,"
926,poirot,"But yes, Monsieur. Monsieur has not noticed? The train has stopped. We have run into a snowdrift. Heaven knows how long we shall be here. I remember once being snowed up for seven days."
927,poirot,Good man. And Im pretty certain who our dope smuggler is. Horace Blatt.
928,poirot,"Can you say or suggest anything at all that might throw light on this business? Did you, for instance, notice anything in the days preceding the murder?"
929,poirot,"When I taxed her with it, do you know what she said? She said: I saw nobody. And she lied."
930,poirot,"She, certainly. But it is not of her I speak. There was someone else on this boat who disliked Madame, who was very angry because of the way Madame had injured him."
931,poirot,"Your full Christian names and address, Madame. Perhaps you would prefer to write them yourself?"
932,poirot,But this is a button from the tunic of a Wagon Lit attendant!
933,poirot,Some of them were simplement une blague. But I learnt one thing that I wanted to know—that Franklin Clarke was in London when the first letter was posted—and also I wanted to see his face when I asked my question of Mademoiselle Thora. He was off his guard. I saw all the malice and anger in his eyes.
934,poirot,"I swear to you—swear
solemnly—that I have no idea where Ralph is, and that I have neither
seen him nor heard from him either on the day of—of the murder, or
since."
935,poirot,"Yes. And after all, in view of the circumstances, its not fantastic. Her fear might have led her to kneel in supplication rather than to scream when her instinct would tell her it was too late—that nobody could get there in time."
936,poirot,"And you, mademoiselle? Do you consider such a hypothesis feasible?"
937,poirot,"Oh, I dare say she was innocent. Nobody really knows! But there are plenty of women to marry in the world without going out of your way to marry one whos stood her trial for murder."
938,poirot,You thought there might be something in it for you?
939,poirot,"I shouldnt wonder if you ended by detecting your own death,"
940,poirot,"Oh, a great many reasons—for one, because the red succeeds the black."
941,poirot,That woman is evil through and through. Do you doubt it?
942,poirot,"So did the late Mrs. Marshall. It is chic, eh? And very expensive?"
943,poirot,"Mrs. Marshall never, sir. Miss Darnley has once or twice, I think. Mrs. Redfern doesnt often bathe before breakfast—only when its very hot, but she didnt this morning."
944,poirot,It is a terrible thing that has happened. I hope Monsieur does not think that it reflects on me in any way?
945,poirot,"Every time we come back to Ralph Paton. How
did you manage to spot Miss Russell as the person Charles Kent came to
meet? Did you notice the resemblance?"
946,poirot,"to the information for which I am
asking. If any one can give us an idea of the actual sums paid, you are
the man, monsieur."
947,poirot,Did you see anyone going away from you down the corridor in the other direction?
948,poirot,I understand your meaning. Up to a point I agree with you. Evil does walk the earth and can be recognized as such.
949,poirot,"That oughtnt to be difficult. Hes a Britisher, and does what he calls Keeps himself to himself. Hes a low opinion of Americans and no opinion at all of any other nationality."
950,poirot,"Yes, its much the best thing. Its not been any too easy loafing about the house and making conversation."
951,poirot,"Five first-class passengers—Princess Dragomiroff, Count and Countess Andrenyi, Colonel Arbuthnot and Mr. Hardman. Three second-class passengers—Miss Debenham, Antonio Foscarelli and the ladys maid, Fräulein Schmidt."
952,poirot,the problem is not yet quite solved. Can we say with authority that we know who killed M. Ratchett?
953,poirot,is how the man got into your compartment if the communicating door was bolted as you say. You are sure that it was bolted?
954,poirot,"Well, I do assure you that theyre very, very interesting. What with Moscow being exactly a thousand miles due north of—now what was it?—would it be Nineveh?—but anyway you take a circle and it just shows the most surprising things—and one can just see that there must have been special guidance, and that those ancient Egyptians couldnt have thought of what they did all by themselves. And when youve gone into the theory of the numbers and their repetition, why its all just so clear that I cant see how anyone can doubt the truth of it for a moment."
955,poirot,"Oh, yes. That I do know. To that question I can answer Yes most emphatically."
956,poirot,"But no matter. What we have to look at is this—Captain Paton is missing, under
circumstances which call for an explanation. I will not hide from you
that the matter looks grave. Still, it may admit of a perfectly simple
explanation."
957,poirot,"She is an angel, is she not? From Eden, by way of Sweden…."
958,poirot,"And now, Doctor, we will go and have a word with your patient."
959,poirot,How do you know the murderer is of the first class?
960,poirot,"that reaction came pretty quickly. Thats a very coolheaded and astute young woman—perfectly capable of holding out on us and still further if she thinks it suits her book. What about Miss Marie Van Schuyler now? I dont think we can eliminate her from the possible suspects. You know, she might have committed murder to get hold of those jewels. We cant take the nurses word for it. Shes all out to do the best for the family."
961,poirot,"Yes. It is not pleasant to think, is it, that now, at this very moment, someone is rejoicing at the successful carrying out of his or her plan."
962,poirot,Id rather see a well fed worker than any so-called work of art. What matters is the future—not the past.
963,poirot,Ill be quiet. But I must leave this place. Joseph and I can go in and sleep at the Rest House.
964,poirot,"Think so? Well, its possible. Damn it all, hasnt anyone got eyes in their head?"
965,poirot,"Because she is. She told you no strangers came to the house, didnt she?"
966,poirot,"Ah, pardon—I was confused. She is a young lady much in the news, that. I have been interested in her for some time."
967,poirot,There will be no fingerprints on it save those of Mrs. Hubbard.
968,poirot,"I should like you to
meet my mother. She is—very fond of Ralph."
969,poirot,"Now let us go on with the story. He came that
night to the summer-house?"
970,poirot,"Oh, I oiled myself and sunbathed and Mrs. Redfern sketched. Then, later, I went into the sea and Christine went back to the hotel to get changed for tennis."
971,poirot,"But has this any bearing on the crime, M."
972,poirot,She said she wanted to think it over—eh? That is what signed her death warrant. If she had only spoken out—then—at once.
973,poirot,"As a matter of fact—my last case—I dont know whether you read about it—the Mabel Homer case, the Muswell Hill schoolgirl, you know—that man Capper was extraordinary. Amazingly difficult to pin the crime on to him—it was his third, too! Looked as sane as you or I. But there are various tests—verbal traps, you know—quite modern, of course, there was nothing of that kind in your day. Once you can induce a man to give himself away, youve got him! He knows that you know and his nerve goes. He starts giving himself away right and left."
974,poirot,"It seems the most probable solution. Of course its possible that Arlena might have got on to the truth earlier, said something to Blatt about it, and some other member of the gang fixed a fake appointment with her and did her in. As I say, I think the best course is to hand the case over to Scotland Yard. Theyve a far better chance than we have of proving Blatts connection with the gang."
975,poirot,"Oh! I wouldnt like to think so. Hes such a nice gentleman, Captain Marshall. He couldnt do a thing like that—Im sure he couldnt."
976,poirot,"We know now all that we can know. We have the evidence of the passengers, the evidence of their baggage, the evidence of our eyes. We can expect no further help. It must be our part now to use our brains."
977,poirot,"she counts it. Oh, yes, I know that class. She would count the money, and while she counted it she was completely off her guard. The murderer struck. Having done so successfully, he gathered up the money and fled—not noticing that the corner of one of the notes was torn."
978,poirot,"Ah! but that raises rather an interesting question. They would notice a stranger undoubtedly—but would they have even noticed a member of the expedition? The members of the staff are passing in and out all day. The servants would hardly notice their going and coming. It is possible, I think, that either Mr. Carey or Mr. Coleman might have entered and the servants minds would have no remembrance of such an event."
979,poirot,"I said—the magnanimous murderer! Franz Ascher would have been arrested for the murder of his wife—Donald Fraser might have been arrested for the murder of Betty Barnard—if it had not been for the warning letters of A B C. Is he, then, so soft-hearted that he cannot bear others to suffer for something they did not do?"
980,poirot,"But its so easy, isnt it, to make a mistake of one day? And if youre an obstinate, positive man, like Mr. Strange, youll never consider the possibility of having been mistaken. What youve said youll stick to…Hes that kind of man. And the hotel register—its very easy to put down the wrong date when youre signing it—probably no one will notice it at the time."
981,poirot,Perhaps you can guess. The usual sort of story—about you and Mrs. Leidner.
982,poirot,"Well, let us proceed. Under the heading of means and opportunity we have seven names. Nurse Leatheran, Miss Johnson, Mrs. Mercado, Mr. Mercado, Mr. Reiter, Mr. Emmott and Father Lavigny."
983,poirot,"Thats the jargon thats talked nowadays. In my day if a man was mad he was mad and we didnt look about for scientific terms to soften it down. I suppose a thoroughly up-to-date doctor would suggest putting a man like A B C in a nursing home, telling him what a fine fellow he was for forty-five days on end and then letting him out as a responsible member of society."
984,poirot,I hope hes not too angry with that poor child.
985,poirot,Nurse Leatheran will be so kind as to remain. I think her assistance will be valuable to us.
986,poirot,"Two of the public bathrooms look out that way—north—and the staff bathroom, and the cloakrooms on the ground floor. Also the billiard room."
987,poirot,"Yes, sir. Your Inspector Rice has made arrangements. The house will be watched."
