number,character,quote
685,hp,Princess Dragomiroff has great personality and immense will power. But let us pass from that for the moment.
686,hp,"I am inclined to believe you, my friend,"
687,hp,"Two of the public bathrooms look out that way—north—and the staff bathroom, and the cloakrooms on the ground floor. Also the billiard room."
688,mm,"Old Mr. Smithers lost all his money and had to leave it, then the Carslakes took it and Johnny Carslake fell downstairs and broke his leg and Mrs. Carslake had to go away to the south of France for her health, and now the Burdens have got it and I hear that poor Mr. Burden has got to have an operation almost immediately."
689,mm,"You did have it in for little Gary Hopkins I must say,"
690,hp,Two people who saw nothing and heard nothing.
691,sh,"I confess that I had my doubts myself when I reflected upon the great
     traffic which had passed along the London road in the interval. My
     fears were soon appeased, however. Toby never hesitated or swerved,
     but waddled on in his peculiar rolling fashion. Clearly, the pungent
     smell of the creasote rose high above all other contending scents."
692,sh,"He has considerable gifts himself. He possesses two out of
     the three qualities necessary for the ideal detective. He has the
     power of observation and that of deduction. He is only wanting in
     knowledge; and that may come in time. He is now translating my small
     works into French."
693,sh,"Hum! It may prove the simplest matter in the world, but all the same
     at first glance this is just a little curious, is it not? A gang of
     burglars acting in the country might be expected to vary the scene of
     their operations, and not to crack two cribs in the same district
     within a few days. When you spoke last night of taking precautions I
     remember that it passed through my mind that this was probably the
     last parish in England to which the thief or thieves would be likely
     to turn their attention--which shows that I have still much to
     learn."
694,hp,"Yes—it was good of you to come. I told Franklin. He said he wouldn’t forget to tell you. I hope Franklin isn’t going to be foolish…he’s so easily taken in, in spite of having knocked about the world so much. Men are like that…They remain boys…Franklin, in particular."
695,hp,"Yes. Because, you see, when Mrs. Marshall went off this morning and asked me not to tell anyone I had seen her, I jumped at once in my own mind to a certain conclusion. I thought that her friendship with Patrick Redfern had made trouble between her and her husband. I thought that she was going to meet Patrick Redfern somewhere, and that she did not want her husband to know where she was."
696,mm,I think married ones are the worst. Remember poor Mollie Carter.
697,sh,"I read as follows:

     46, Old Jewry,
     Nov. 19th.
                                   Re Vampires
     Sir:
     Our client, Mr. Robert Ferguson, of Ferguson and Muirhead, tea
     brokers, of Mincing Lane, has made some inquiry from us in a
     communication of even date concerning vampires. As our firm
     specializes entirely upon the assessment of machinery the matter
     hardly comes within our purview, and we have therefore recommended
     Mr. Ferguson to call upon you and lay the matter before you. We have
     not forgotten your successful action in the case of Matilda Briggs.
     We are, sir,
     Faithfully yours,
     Morrison, Morrison, and Dodd.
     per E. J. C."
698,hp,"Mostly a dried up lot of sticks in this hotel! Mrs. Marshall’s about the only lively spot! I should think Marshall’s got his hands full looking after her. All sorts of stories about her in her stage days—and after! Men go crazy about her. You’ll see, there’ll be a spot of trouble one of these days."
699,sh,"Now for our friend Lestrade. I had a note from him this morning, in
     which he says:"
700,mm,that there must be a very large number.
701,sh,"With all our precautions, you see that we have cut it rather fine,"
702,mm,"I met him first just over a year ago,"
703,hp,Not in the least. I puzzled and puzzled over it but I couldn’t even get a glimmering.
704,mm,"I’ll go and have a try this evening,"
705,mm,"It seems very melodramatic if one says ‘a secret enemy,’"
706,mm,"Well, it must be quite simple, really, mustn’t it?"
707,mm,"I was not a friend of Mr. Rafiel. I had met him once or twice. Once on a committee of a hospital, once at some other public event. I knew about him. He, I gather, also knew about me. If I say to you, Miss Marple, that I am a man of some eminence in my own profession, you may think me a man of bounding conceit."
708,sh,"So as the fog-bank flowed onward we fell back before it until we were
     half a mile from the house, and still that dense white sea, with the
     moon silvering its upper edge, swept slowly and inexorably on."
709,sh,"I knew your energetic nature, and that you would not be happy
     until you had been on the scene of the crime."
710,sh,"I am sure we owe you an apology, Mrs. Toller,"
711,sh,"The cabman may as well
     help me with my boxes. Just ask him to step up, Wiggins."
712,sh,"This is beyond anything which I
     could have imagined."
713,sh,"And so it was arranged. Resisting Stapleton's offer of hospitality,
     Holmes and I set off to Baskerville Hall, leaving the naturalist to
     return alone. Looking back we saw the figure moving slowly away over
     the broad moor, and behind him that one black smudge on the silvered
     slope which showed where the man was lying who had come so horribly
     to his end.





          CHAPTER XIII
          Fixing the Nets"
714,mm,"Don’t look at me as though I were an interesting specimen you didn’t understand, Len. Don’t let’s get heated and wander from the point. I don’t believe that it was Lawrence or Anne, and Lettice is out of the question. There must be some clue or other that would help us."
715,sh,I glanced down at the new patent leathers which I was wearing.
716,sh,"He thought it was his mistress,
     and he found it was a stranger. Dogs don't make mistakes."
717,sh,"But you have read the evidence. You have formed some conclusion? Do
     you not see some loophole, some flaw? Do you not yourself think that
     he is innocent?"
718,sh,"I do not know how I could
     employ my time better."
719,mm,"Nobody could come in or go out through my room without my seeing them, and even if anyone did manage to come in through my wife’s room without the electrician seeing them, how the devil could they get out again leaving the door locked and bolted on the inside?"
720,sh,"Oh, yes! In a hundred other ways he has helped him. Everybody about
     here speaks of his kindness to him."
721,mm,"I have dropped another stitch. I have been so interested in the story. A sad case, a very sad case. It reminds me of old Mr. Hargraves who lived up at the Mount. His wife never had the least suspicion—until he died, leaving all his money to a woman he had been living with and by whom he had five children. She had at one time been their housemaid. Such a nice girl, Mrs. Hargraves always said—thoroughly to be relied upon to turn the mattresses every day—except Fridays, of course. And there was old Hargraves keeping this woman in a house in the neighbouring town and continuing to be a Churchwarden and to hand round the plate every Sunday."
722,hp,"you’ve been brooding over this case too long. What on
earth had I to gain by murdering Ackroyd?"
723,sh,"You at least have the entree, Watson. Will you have
     the goodness to give the lady this note?"
724,hp,"that four people sit down to play bridge and one, the odd man out, sits in a chair by the fire. At the end of the evening the man by the fire is found dead. One of the four, while he is dummy, has gone over and killed him, and intent on the play of the hand, the other three have not noticed. Ah, there would be a crime for you! Which of the four was it?"
725,mm,"He used to entertain there, I think, sometimes. Business friends, mostly you know, or people from abroad. I don’t think any of us ever visited him there. He nearly always entertained us in London on the rare occasions when we happened to meet."
726,sh,"I have no more notion than you how long it is to last,"
727,hp,"But Parker
is the most likely. It is in my mind to try a little experiment with
Parker. How say you, my friend, will you accompany me to Fernly?"
728,mm,Did dear Lettice tell you of the trouble?
729,mm,was this. That she was going to marry Michael Rafiel. Miss Temple knew that. It was one of the things she said to me. She said: ‘I knew a girl called Verity who was going to marry Michael Rafiel’ and the only person who could have told her that was Verity herself. Verity must have written to her or sent some word to her. And then when I said ‘Why didn’t she marry him?’ she said: ‘She died.’
730,sh,"I got your telegram, and I came at the hour you said. I heard that
     you had been down to the office. There was no getting away from you.
     Let's hear the worst. What are you going to do with me? Arrest me?
     Speak out, man! You can't sit there and play with me like a cat with
     a mouse."
731,mm,"but we’ve got to find the money, haven’t we? You mustn’t give up, Mr. Rossiter. ‘If at first you don’t succeed, try, try, try again.’"
732,mm,I don’t know whether you like sitting rather high? So many people do.
733,hp,"At last we have a piece of information that is very definite. That tells one something, does it not?"
734,mm,"I do rather agree with you. They don’t seem very real. I have wondered about them a good deal. Wondered, I mean, why they came on this tour and if they were really enjoying it. And what was their reason for coming."
735,mm,"like being born with a very keen sense of smell. You can smell a leak of gas when other people can’t do so. You can distinguish one perfume from another very easily. I had an aunt once,"
736,mm,specially the gardens. From the description in the prospectus I am really looking forward very much to seeing some of the really finely kept gardens of the historic houses we have still to visit.
737,sh,"and then came several sheets of numbers. Another
     heading was Argentine, another Costa Rica, and another San Paulo,
     each with pages of signs and figures after it."
738,mm,"There’s no point in saving at my age,"
739,mm,One should never go by what people say. The 6:50 was half an hour late that night. But at a quarter past seven I saw her with my own eyes starting for Old Hall. So it followed that she must have come by the earlier train. Indeed she was seen; but perhaps you know that?
740,mm,"So that I could learn certain facts that I had to know,"
741,mm,"I shall enjoy the gardens most, though, but the houses—they will be a new experience for me. Their variety and their history, and the beautiful old furniture and the pictures."
742,mm,"Mrs. MacArthur sent some special bulbs round to Mrs. Toomie the other day,"
743,hp,"Your dream has a very natural explanation. It is that you find that already the image of one sister fades in your memory and that its place is taken by the other sister. Mademoiselle Megan replaces her sister in your heart, but since you cannot bear to think of yourself being unfaithful so soon to the dead, you strive to stifle the thought, to kill it! That is the explanation of the dream."
744,sh,"Pray sit down. I fear I
     can only give you a short time, for I have an appointment at eleven."
745,sh,"We're well up with the times in Sussex. I've told you now
     how matters were, up to the time when I took over from Sergeant
     Wilson between three and four this morning. My word! I made the old
     mare go! But I need not have been in such a hurry, as it turned out;
     for there was nothing immediate that I could do. Sergeant Wilson had
     all the facts. I checked them and considered them and maybe added a
     few of my own."
746,hp,It is not I. You confound me with my friend M. Bouc.
747,mm,"Yes, she went inside and waited. Presently Mr. Redding came along the lane from the village. He came to the Vicarage gate, looked all round—"
748,hp,"You need not offer apologies, Messieurs. I understand a murder has taken place. Naturally, you must interview all the passengers. I shall be glad to give all the assistance in my power."
749,mm,"Fancy your remembering that. Yes. Yes, it’s one of the things one does remember. Such a charming smell, heliotrope. And such a nice name for it, Cherry Pie. One always remembers that. And the grapevine. The little, small, early sweet grapes. Ah well, one must not remember the past too much."
750,sh,"and I really cannot undertake to go about the country looking for a
     left-handed gentleman with a game leg. I should become the
     laughing-stock of Scotland Yard."
751,hp,"You shall tell me, ma soeur, exactly what each member of the expedition felt towards Mrs. Leidner."
752,hp,"If that’s so, it’s going to simplify matters very much."
753,sh,"It is a bad thing
     to speak of, but I will answer you the truth."
754,hp,"I should say, Madame, that you have had a happy life, that you have been generous and kindly in your attitude towards others."
755,sh,"I have given you the chance. Here
     are your lodgings. Good-bye. I shall drop you a line before I leave."
756,sh,"that every essential is already
     known. We know that you were pressed for money; that you took an
     impress of the keys which your brother held; and that you entered
     into a correspondence with Oberstein, who answered your letters
     through the advertisement columns of the Daily Telegraph. We are
     aware that you went down to the office in the fog on Monday night,
     but that you were seen and followed by young Cadogan West, who had
     probably some previous reason to suspect you. He saw your theft, but
     could not give the alarm, as it was just possible that you were
     taking the papers to your brother in London. Leaving all his private
     concerns, like the good citizen that he was, he followed you closely
     in the fog and kept at your heels until you reached this very house.
     There he intervened, and then it was, Colonel Walter, that to treason
     you added the more terrible crime of murder."
757,sh,"I was sorry to cause you the sympathetic pain
     which I know that you felt. We then went upstairs together, and
     having entered the room and seen the dressing-gown hanging up behind
     the door, I contrived, by upsetting a table, to engage their
     attention for the moment, and slipped back to examine the pockets. I
     had hardly got the paper, however--which was, as I had expected, in
     one of them--when the two Cunninghams were on me, and would, I verily
     believe, have murdered me then and there but for your prompt and
     friendly aid. As it is, I feel that young man's grip on my throat
     now, and the father has twisted my wrist round in the effort to get
     the paper out of my hand. They saw that I must know all about it, you
     see, and the sudden change from absolute security to complete despair
     made them perfectly desperate."
758,mm,"He was, I understand, a friend of yours."
759,hp,I know it. He loved me—he will always love me.
760,sh,"In accordance with the scheme which we had formed in order to test
     our theories"
761,mm,I can imagine it. I’ve always been able to imagine things.
762,sh,"'You crossed my path on the 4th of January,' said he.  'On the 23d
     you incommoded me; by the middle of February I was seriously
     inconvenienced by you; at the end of March I was absolutely hampered
     in my plans; and now, at the close of April, I find myself placed in
     such a position through your continual persecution that I am in
     positive danger of losing my liberty.  The situation is becoming an
     impossible one.'"
763,mm,"Eighteen fifty-one. And that explains everything, doesn’t it?"
764,mm,"how did you come to guess that, Miss Marple?"
765,hp,"I went in to the American lady, Mrs. Hubbard. I asked her for some aspirin and she gave it to me."
766,mm,"I think, you know, that Constable Palk could help you. He was the first person on the—on the ‘scene of the crime,’ as they say."
767,sh,Did Barrymore profit at all by Sir Charles's will?
768,sh,"A card had come up on a salver, and it was followed by the same
     bearded ruffian who had attacked me in the street. He started when he
     saw me."
769,hp,"Saw him give young Redfern a dirty look once or twice. Dark horse, Marshall. Looks very meek and mild and as though he were half asleep all the time—but that’s not his reputation in the City. I’ve heard a thing or two about him. Nearly had up for assault once. Mind you, the fellow in question had put up a pretty dirty deal. Marshall had trusted him and the fellow had let him down cold. Particularly dirty business, I believe. Marshall went for him and half-killed him. Fellow didn’t prosecute—too afraid of what might come out. I give you that for what it’s worth."
770,hp,"Put it on to a poor devil like Fleetwood, who can’t defend himself, who’s got no money to hire lawyers. But I tell you this—if you try and saddle Fleetwood with this business you’ll have me to deal with."
771,hp,"That is valuable testimony coming from an outsider,"
772,sh,"I heard him say at last in a dry,
     rasping tone."
773,hp,"Now that you remind me of the fact, it is true that there is one thing
more. It would be most unwise on your part to attempt to silence me as
you silenced M. Ackroyd. That kind of business does not succeed against
Hercule Poirot, you understand."
774,sh,"It was easier to know it than to explain why I knew it. If you were
     asked to prove that two and two made four, you might find some
     difficulty, and yet you are quite sure of the fact. Even across the
     street I could see a great blue anchor tattooed on the back of the
     fellow's hand. That smacked of the sea. He had a military carriage,
     however, and regulation side whiskers. There we have the marine. He
     was a man with some amount of self-importance and a certain air of
     command. You must have observed the way in which he held his head and
     swung his cane. A steady, respectable, middle-aged man, too, on the
     face of him--all facts which led me to believe that he had been a
     sergeant."
775,sh,"I had misjudged you. I thank
     Heaven that my compunction at leaving poor Staunton all alone in this
     plight caused me to turn my carriage back, and so to make your
     acquaintance. Knowing as much as you do, the situation is very easily
     explained. A year ago Godfrey Staunton lodged in London for a time,
     and became passionately attached to his landlady's daughter, whom he
     married. She was as good as she was beautiful, and as intelligent as
     she was good. No man need be ashamed of such a wife. But Godfrey was
     the heir to this crabbed old nobleman, and it was quite certain that
     the news of his marriage would have been the end of his inheritance.
     I knew the lad well, and I loved him for his many excellent
     qualities. I did all I could to help him to keep things straight. We
     did our very best to keep the thing from everyone, for when once such
     a whisper gets about it is not long before everyone has heard it.
     Thanks to this lonely cottage and his own discretion, Godfrey has up
     to now succeeded. Their secret was known to no one save to me and to
     one excellent servant who has at present gone for assistance to
     Trumpington. But at last there came a terrible blow in the shape of
     dangerous illness to his wife. It was consumption of the most
     virulent kind. The poor boy was half crazed with grief, and yet he
     had to go to London to play this match, for he could not get out of
     it without explanations which would expose his secret. I tried to
     cheer him up by a wire, and he sent me one in reply imploring me to
     do all I could. This was the telegram which you appear in some
     inexplicable way to have seen. I did not tell him how urgent the
     danger was, for I knew that he could do no good here, but I sent the
     truth to the girl's father, and he very injudiciously communicated it
     to Godfrey. The result was that he came straight away in a state
     bordering on frenzy, and has remained in the same state, kneeling at
     the end of her bed, until this morning death put an end to her
     sufferings. That is all, Mr. Holmes, and I am sure that I can rely
     upon your discretion and that of your friend."
776,sh,"that I may be of more use at Lamberley than
     here. It is eminently a case for personal investigation. If the lady
     remains in her room, our presence could not annoy or inconvenience
     her. Of course, we would stay at the inn."
777,mm,that is so. It surprised me to be sent for.
778,hp,No stranger came to the house that day.
779,sh,"Yes, Mr. Holmes; Cyril Morton, an electrical engineer, and we hope
     to be married at the end of the summer. Dear me, how did I get
     talking about him? What I wished to say was that Mr. Woodley was
     perfectly odious, but that Mr. Carruthers, who was a much older man,
     was more agreeable. He was a dark, sallow, clean-shaven, silent
     person; but he had polite manners and a pleasant smile. He inquired
     how we were left, and on finding that we were very poor he suggested
     that I should come and teach music to his only daughter, aged ten. I
     said that I did not like to leave my mother, on which he suggested
     that I should go home to her every week-end, and he offered me a
     hundred a year, which was certainly splendid pay. So it ended by my
     accepting, and I went down to Chiltern Grange, about six miles from
     Farnham. Mr. Carruthers was a widower, but he had engaged a
     lady-housekeeper, a very respectable, elderly person, called Mrs.
     Dixon, to look after his establishment. The child was a dear, and
     everything promised well. Mr. Carruthers was very kind and very
     musical, and we had most pleasant evenings together. Every week-end I
     went home to my mother in town."
780,hp,"It is necessary to clear up one or two points. When I asked you whether you saw anyone on the starboard deck at one-ten this morning, your answer was that you saw nobody. Fortunately I have been able to arrive at the truth without your help. Monsieur Allerton has admitted that he was in Linnet Doyle’s cabin last night."
781,hp,"It is the kind you get on a train,"
782,mm,to suggest to you that you should invite me here during the course of this tour. Very thoughtful. One wouldn’t really have expected a busy man such as he must have been to have had such kindly thoughts.
783,mm,"Yes, I know. That’s what my nephew, Raymond West, would say. He’d tell me I hadn’t a shadow of proof. But I remember Walter Hones, who kept the Green Man. Walking home with his wife one night she fell into the river—and he collected the insurance money! And one or two other people that are walking about scot-free to this day—one indeed in our own class of life. Went to Switzerland for a summer holiday climbing with his wife. I warned her not to go—the poor dear didn’t get angry with me as she might have done—she only laughed. It seemed to her funny that a queer old thing like me should say such things about her Harry. Well, well, there was an accident—and Harry is married to another woman now. But what could I do? I knew, but there was no proof."
784,mm,"she would have to wear Miss Barton’s clothes, and they would probably be a little tight on her, so that her general appearance would look as though she had got a little fatter. That’s why I asked that question. A gentleman would be sure to think it was the lady who had got fatter, and not the clothes that had got smaller—though that isn’t quite the right way of putting it."
785,sh,"I presume that you do not go so far as to assert that I summoned
     you?"
786,sh,"Yes, and no later than to-day. That is why I have come to you.  This
     morning I received this letter, which you will perhaps read for
     yourself."
787,mm,"I expect Aunt Jane’s got it by now,"
788,hp,"He doesn’t give himself
away. But they’re wonderful fellows, these foreign detectives. Up to
all sorts of dodges, I believe."
789,hp,At present one is in the dark—there is no direction—if things get clearer—
790,sh,"'Yes, it was the devil himself. We have not had a peaceful hour
     since--not one. The governor has never held up his head from that
     evening, and now the life has been crushed out of him and his heart
     broken, all through this accursed Hudson.'"
791,mm,"I am glad to have left the tour now,"
792,sh,"This, gentlemen, is
     Colonel Sebastian Moran, once of Her Majesty's Indian Army, and the
     best heavy game shot that our Eastern Empire has ever produced. I
     believe I am correct, Colonel, in saying that your bag of tigers
     still remains unrivalled?"
793,hp,"Didn’t you? Oh, he told me all about it. Poor lad. It’s a great grief
to all the family. They’ve kept him at home so far, but it’s getting
to such a pitch that they’re afraid he’ll have to go into some kind of
institution."
794,mm,"I mean, somebody always does. I think that is where Mr. Redding may find out something."
795,sh,"Never mind, my dear lady. You will hear from me, Mr. Cummings. With
     the help of the god of justice I will give you a case which will make
     England ring. You will get news by to-morrow, Miss Dunbar, and
     meanwhile take my assurance that the clouds are lifting and that I
     have every hope that the light of truth is breaking through."
796,sh,"cried the clerk.

     Again and much louder cam the rat-tat-tat. We all gazed expectantly
     at the closed door. Glancing at Holmes, I saw his face turn rigid,
     and he leaned forward in intense excitement. Then suddenly came a low
     guggling, gargling sound, and a brisk drumming upon woodwork. Holmes
     sprang frantically across the room and pushed at the door. It was
     fastened on the inner side. Following his example, we threw ourselves
     upon it with all our weight. One hinge snapped, then the other, and
     down came the door with a crash. Rushing over it, we found ourselves
     in the inner room. It was empty.

     But it was only for a moment that we were at fault. At one corner,
     the corner nearest the room which we had left, there was a second
     door. Holmes sprang to it and pulled it open. A coat and waistcoat
     were lying on the floor, and from a hook behind the door, with his
     own braces round his neck, was hanging the managing director of the
     Franco-Midland Hardware Company. His knees were drawn up, his head
     hung at a dreadful angle to his body, and the clatter of his heels
     against the door made the noise which had broken in upon our
     conversation. In an instant I had caught him round the waist, and
     held him up while Holmes and Pycroft untied the elastic bands which
     had disappeared between the livid creases of skin. Then we carried
     him into the other room, where he lay with a clay-colored face,
     puffing his purple lips in and out with every breath--a dreadful
     wreck of all that he had been but five minutes before."
797,sh,"He wrung his hands in an agony of
     apprehension, and swayed backwards and forwards in his chair.

     I looked with interest upon this man, who was accused of being the
     perpetrator of a crime of violence. He was flaxen-haired and handsome
     in a washed-out negative fashion, with frightened blue eyes and a
     clean-shaven face, with a weak, sensitive mouth. His age may have
     been about twenty-seven; his dress and bearing that of a gentleman.
     From the pocket of his light summer overcoat protruded the bundle of
     endorsed papers which proclaimed his profession."
798,mm,Do you think hate can last as long as that?
799,hp,But it’s ridiculous—quite ridiculous. Both he and Mercado are well-known men. They’ve been known for years.
800,hp,"I said—the magnanimous murderer! Franz Ascher would have been arrested for the murder of his wife—Donald Fraser might have been arrested for the murder of Betty Barnard—if it had not been for the warning letters of A B C. Is he, then, so soft-hearted that he cannot bear others to suffer for something they did not do?"
801,hp,It seems to me that there is one very important clue—the discovery of the motive.
802,hp,"Look here, sir, let’s look at it this way. Supposing Miss Darnley wasn’t on Sunny Ledge this morning as she says. That story’s a lie. Now suppose that after telling us her story, she finds that somebody saw her somewhere else or alternatively that someone went to the Ledge and didn’t find her there. Then she thinks up this story quick and comes and tells it to us to account for her absence. You’ll notice that she was careful to say Captain Marshall didn’t see her when she looked into his room."
803,sh,"There is
     nothing there, no sign that anyone has landed--but why should he
     leave any sign?"
804,sh,"Surely I met you in Plymouth at a garden-party some little time ago,
     Mrs. Straker?"
805,mm,"Yes. Yes, that is probably true. It seemed to me, you see, that Verity would have said nothing to the people who could have stopped her. Clotilde and Anthea Bradbury-Scott, but because she had always been very devoted to Elizabeth Temple—and Elizabeth Temple had had great influence over her—it seems to me that she would have written and given her information of some kind."
806,mm,"I hope I shall be able to put what I say properly. So difficult, you know, to explain oneself, don’t you think? No, perhaps you don’t. But you see, not having been educated in the modern style—just a governess, you know, who taught one the dates of the kings of England and general knowledge—Doctor Brewer—three kinds of diseases of wheat—blight, mildew—now what was the third—was it smut?"
807,mm,"If we can’t alter the movements or the position of those three people, then couldn’t we perhaps alter the time of the murder?"
808,sh,"He took two swift
     steps to the whip, but before he could grasp it there was a wild
     clatter of steps upon the stairs, the heavy hall door banged, and
     from the window we could see Mr. James Windibank running at the top
     of his speed down the road."
809,hp,"Lies—and again lies—it amazes me, the amount of lies we had told to us this morning."
810,sh,"Come, Watson, let us see what
     he does."
811,sh,"you won't think me an
     intruder, I am sure. Have you heard of the events which led up to
     this affair?"
812,mm,"It happened just before dinner, didn’t it? When you took Joyce out to admire the sunset. It is a very favourite place, that. There by the jasmine hedge. That is where the milkman asked Annie if he could put up the banns."
813,sh,"said I, with
     my finger on the thready pulse, where the stream of life trickled
     thin and small."
814,mm,"Usually I am consulted fairly soon after whatever the—shall we call it—crime has happened, to judge such matters as treatment, possibilities in the case, prognosis favourable or unfavourable, all the various words. They do not mean much and I will not go into them. But occasionally also I am consulted by a responsible Head of such an institution for a particular reason. In this matter I received a communication from a certain Department which was passed to me through the Home Office. I went to visit the Head of this institution. In fact, the Governor responsible for the prisoners or patients or whatever you like to call them. He was by way of being a friend of mine. A friend of fairly long standing though not one with whom I was on terms of great intimacy. I went down to the institution in question and the Governor laid his troubles before me. They referred to one particular inmate. He was not satisfied about this inmate. He had certain doubts. This was the case of a young man or one who had been a young man, in fact little more than a boy, when he came there. That was now several years ago. As time went on, and after the present Governor had taken up his own residence there (he had not been there at the original arrival of this prisoner), he became worried. Not because he himself was a professional man, but because he was a man of experience of criminal patients and prisoners. To put it quite simply, this had been a boy who from his early youth had been completely unsatisfactory. You can call it by what term you like. A young delinquent, a young thug, a bad lot, a person of diminished responsibility. There are many terms. Some of them fit, some of them don’t fit, some of them are merely puzzling. He was a criminal type. That was certain. He had joined gangs, he had beaten up people, he was a thief, he had stolen, he had embezzled, he had taken part in swindles, he had initiated certain frauds. In fact, he was a son who would be any father’s despair."
815,sh,"that the incised wound upon
     Straker may have been caused by his own knife in the convulsive
     struggles which follow any brain injury?"
816,sh,"There were footfalls outside, the door opened, and Inspector Morton
     appeared."
817,sh,"There is one other thing you owe, Mr. Holder,"
818,sh,"Yes, and they were the best of friends at one time. Why, she went up
     there to live in order to be near them. And now she has no word hard
     enough for Jim Browner. The last six months that she was here she
     would speak of nothing but his drinking and his ways. He had caught
     her meddling, I suspect, and given her a bit of his mind, and that
     was the start of it."
819,hp,"You are, I think, the strongest character amongst us."
820,sh,"THE ADVENTURE OF THE GOLDEN PINCE-NEZ

     When I look at the three massive manuscript volumes which contain our
     work for the year 1894 I confess that it is very difficult for me,
     out of such a wealth of material, to select the cases which are most
     interesting in themselves and at the same time most conducive to a
     display of those peculiar powers for which my friend was famous. As I
     turn over the pages I see my notes upon the repulsive story of the
     red leech and the terrible death of Crosby the banker. Here also I
     find an account of the Addleton tragedy and the singular contents of
     the ancient British barrow. The famous Smith-Mortimer succession case
     comes also within this period, and so does the tracking and arrest of
     Huret, the Boulevard assassin--an exploit which won for Holmes an
     autograph letter of thanks from the French President and the Order of
     the Legion of Honour. Each of these would furnish a narrative, but on
     the whole I am of opinion that none of them unite so many singular
     points of interest as the episode of Yoxley Old Place, which includes
     not only the lamentable death of young Willoughby Smith, but also
     those subsequent developments which threw so curious a light upon the
     causes of the crime.

     It was a wild, tempestuous night towards the close of November.
     Holmes and I sat together in silence all the evening, he engaged with
     a powerful lens deciphering the remains of the original inscription
     upon a palimpsest, I deep in a recent treatise upon surgery. Outside
     the wind howled down Baker Street, while the rain beat fiercely
     against the windows. It was strange there in the very depths of the
     town, with ten miles of man's handiwork on every side of us, to feel
     the iron grip of Nature, and to be conscious that to the huge
     elemental forces all London was no more than the molehills that dot
     the fields. I walked to the window and looked out on the deserted
     street. The occasional lamps gleamed on the expanse of muddy road and
     shining pavement. A single cab was splashing its way from the Oxford
     Street end."
821,mm,That describes it very well. Yes. I am on a pilgrimage.
822,mm,"but after all, that is a very sound way of arriving at the truth. It’s really what people call intuition and make such a fuss about. Intuition is like reading a word without having to spell it out. A child can’t do that because it has had so little experience. But a grown-up person knows the word because they’ve seen it often before. You catch my meaning, Vicar?"
823,hp,"In any case, do not distress yourself, mademoiselle,"
824,mm,"If your theory turns out to be the truth—which I for one do not doubt for a minute,"
825,mm,"In a terrible way it seems quite a natural thing to happen, doesn’t it, though of course there are accidents sometimes by pushing things about, you know. Just pushing, making stones rock. That sort of thing."
826,sh,"is never to let them think that their
     information can be of the slightest importance to you. If you do,
     they will instantly shut up like an oyster. If you listen to them
     under protest, as it were, you are very likely to get what you want."
827,hp,"Ah, pardon—I was confused. She is a young lady much in the news, that. I have been interested in her for some time."
828,mm,"My dear, these things are very common—very common indeed. And gentlemen are especially tempted, being so much the stronger. So easy if a thing looks like an accident. As I say, I knew at once with the Sanders. It was on a tram. It was full inside and I had had to go on top. We all three got up to get off and Mr. Sanders lost his balance and fell right against his wife, sending her headfirst down the stairs. Fortunately the conductor was a very strong young man and caught her."
829,sh,"It seems to show that someone knows more than we do about what goes
     on upon the moor,"
830,sh,"Audley Court was not an attractive locality. The narrow passage led
     us into a quadrangle paved with flags and lined by sordid dwellings.
     We picked our way among groups of dirty children, and through lines
     of discoloured linen, until we came to Number 46, the door of which
     was decorated with a small slip of brass on which the name Rance was
     engraved. On enquiry we found that the constable was in bed, and we
     were shown into a little front parlour to await his coming.

     He appeared presently, looking a little irritable at being disturbed
     in his slumbers."
831,hp,And she—what do you think she thought of him?
832,sh,"I assure you that I have not associated you
     with the crime, Colonel,"
833,hp,"The type of man who would not like to admit he was mistaken,"
834,sh,"I pray that we may
     never be exposed to such a temptation."
835,mm,that to learn a little more about her might help me in my enquiries.
836,sh,"our ways lie elsewhere. Our next station
     must be the office from which the papers were taken."
837,mm,"That’s very definite. Colonel Protheroe had made arrangements for a man to come down from London on Monday—tomorrow—to make a full valuation. Owing to the Colonel’s death, the matter has been put off."
838,hp,"Nobody left the carriage this way. Possibly the open window was intended to suggest the fact, but, if so, the snow has defeated the murderer’s object."
839,mm,"Please forgive me. So apt, I know, to fly off at a tangent. But one thing does remind one of another. And sometimes that is helpful. All I was trying to say was that perhaps if we tried to sharpen our wits and think of a likely place—"
840,hp,But I guess every nation likes its own girls best.
841,hp,"You see, me, I have been
familiar with the idea for some time."
842,sh,"No fence wants stuff of that sort that you can neither melt
     nor sell."
843,sh,"I think it may be quite possible to keep
     the matter to ourselves, and also to prevent its recurrence now that
     we have a free hand. The key from the watch-chain, Mr. Bennett.
     Macphail will guard the patient and let us know if there is any
     change. Let us see what we can find in the professor's mysterious
     box."
844,hp,"When I was young (and that, Mademoiselle, is indeed a long time ago) there was a game entitled, ‘If not yourself, who would you be?’ One wrote the answer in young ladies’ albums. They had gold edges and were bound in blue leather. The answer? Mademoiselle, is not really very easy to find."
845,hp,Mr. Poirot is inclined to think it’s a valuable clue. I expect he’d like to see it.
846,hp,If this M. Harris arrives we will tell him that he is too late—that berths cannot be retained so long—we will arrange the matter one way or another. What do I care for a M. Harris?
847,sh,"This great and sombre stage is set for something more worthy than
     that,"
848,mm,"If you are not too busy, I wonder if you could answer a question of mine,"
