number,character,quote
316,sh,"He gave an exclamation; that was all. I waited but he never
     returned. Then I walked home. Next morning, after the office opened,
     they came to inquire. About twelve o'clock we heard the terrible
     news. Oh, Mr. Holmes, if you could only, only save his honour! It was
     so much to him."
317,sh,"I heard him say at last in a dry,
     rasping tone."
318,hp,"But yes, look at the line of the jaw, the bones, the moulding of the head."
319,mm,"I’m afraid there is not very much to see,"
320,hp,"I see. With the right hand it is exceedingly difficult—almost impossible. One would have to strike backhanded, as it were. But if the blow were struck with the left hand—"
321,hp,"Oh! Come now. As a matter of fact you’d be safe enough with me. I don’t repeat all I hear! Learnt to keep my mouth shut years ago. Shouldn’t have got on the way I have if I hadn’t known how to do that. But you know what most people are—yap, yap, yap about everything they hear! Now you can’t afford that in your trade! That’s why you’ve got to keep it up that you’re here holiday-making and nothing else."
322,sh,"This
     is Mr. Leverton, of Pinkerton's American Agency."
323,mm,"Yes, I think the ‘Problem of the Caretaker’s Conduct’ can be solved easily enough. Bribery, was it not?"
324,sh,"It won't be so damn fine
     if I have to trim you up a bit. I've handled your kind before now,
     and they didn't look fine when I was through with them. Look at that,
     Masser Holmes!"
325,mm,"Well, I suppose if those two said so, they must have seen it."
326,sh,"that someone is not ill-disposed towards
     you, since they warn you of danger."
327,hp,You’d have said a mouthful if there was anything I did know. But I don’t. I know nothing at all—just as I said. But I ought to know something. That’s what makes me sore. I ought to.
328,hp,I’ll never forget this trip as long as I live. Three deaths…It’s just like living in a nightmare.
329,mm,"It seems odd after we’d all been mixed up so. He and you and I and some others. And then, later, when I’d come home, when six months had passed—it occurred to me one day how closely associated we had been in our time of stress, and yet how little I really knew about Mr. Rafiel. I was thinking it only the other day, after I’d seen the notice of his death. I wished I could know a little more. Where he was born, you know, and his parents. What they were like. Whether he had any children, or nephews or cousins or any family. I would so like to know."
330,sh,"My cab's at the door. If you'll loose my legs I'll walk down to it.
     I'm not so light to lift as I used to be."
331,mm,"I don’t like to say, I am sure,"
332,hp,"But once that good lady starts talking it’s a matter of the utmost
difficulty to get a word in edgeways."
333,hp,"Well, we were well above high-water mark. Just under the cliff—so that I could be a little in the shade and Linda in the sun."
334,hp,"We’re going to take you for a ride, Ratchett. Some time soon. We’re going to GET you, see?"
335,hp,Let me see. On my way down to breakfast I went into Linda Marshall’s room and fixed up with her to go to Gull Cove this morning. We agreed to meet in the lounge at half past ten.
336,sh,"As we passed out he exchanged a few words with the landlord,
     explaining that we were going on a late visit to an acquaintance, and
     that it was possible that we might spend the night there. A moment
     later we were out on the dark road, a chill wind blowing in our
     faces, and one yellow light twinkling in front of us through the
     gloom to guide us on our sombre errand.

     There was little difficulty in entering the grounds, for unrepaired
     breaches gaped in the old park wall. Making our way among the trees,
     we reached the lawn, crossed it, and were about to enter through the
     window when out from a clump of laurel bushes there darted what
     seemed to be a hideous and distorted child, who threw itself upon the
     grass with writhing limbs and then ran swiftly across the lawn into
     the darkness."
337,hp,"No, he was kinder reticent about that part of it. Just said the fellow was out for his blood and meant to get it."
338,mm,"We were staying, Arthur and I, with Sir Ambrose Bercy at Clodderham Court, and one day, by mistake (though very stupidly, I’ve always thought) a lot of foxglove leaves were picked with the sage. The ducks for dinner that night were stuffed with it and everyone was very ill, and one poor girl—Sir Ambrose’s ward—died of it."
339,hp,"Look at—at some people’s mothers—and look at mine. There is no God but Sex, and Salome Otterbourne is its Prophet."
340,hp,"to the final name on our list. Hildegarde Schmidt, lady’s maid."
341,sh,"you have drawn a net round this man from which he
     cannot escape, and you have saved an innocent human life as truly as
     if you had cut the cord which was hanging him. I see the direction in
     which all this points. The culprit is--"
342,sh,"But he is right. Oh! I know that he is right. James never did it.
     And about his quarrel with his father, I am sure that the reason why
     he would not speak about it to the coroner was because I was
     concerned in it."
343,mm,"Nora Broad? Oh, she hasn’t been in the village for years. Went off with someone, she did. She was a great one for boys. I always wondered where she’d end up. Did you want to see her for any particular reason?"
344,sh,"I started off, Mr. Holmes, but when I got to that address it was a
     manufactory of artificial knee-caps, and no one in it had ever heard
     of either Mr. William Morris or Mr. Duncan Ross."
345,mm,"Oh, yes, ma’am. She’s always one for a change, Gladdie is. She never seems to get really settled, if you know what I mean. But she’s always been the one to give the notice, you see!"
346,mm,was this. That she was going to marry Michael Rafiel. Miss Temple knew that. It was one of the things she said to me. She said: ‘I knew a girl called Verity who was going to marry Michael Rafiel’ and the only person who could have told her that was Verity herself. Verity must have written to her or sent some word to her. And then when I said ‘Why didn’t she marry him?’ she said: ‘She died.’
347,hp,"It is necessary to go into everything, monsieur,"
348,mm,A series of murders that took place a good many years ago?
349,sh,"A card had come up on a salver, and it was followed by the same
     bearded ruffian who had attacked me in the street. He started when he
     saw me."
350,hp,I was not so much surprised as sorry—very sorry….
351,hp,"No, indeed. I have a good comfortable dressing gown of Jaeger material."
352,mm,"That house, The Larches, is a very unhappy one,"
353,hp,"Mine is a very simple one. Only this. On the morning of your wife’s death, did you have a bath after you finished typing and before you went out to play tennis?"
354,mm,"I must confess it does remind me, just a little, of old Mrs. Trout. She drew the old age pension, you know, for three old women who were dead, in different parishes."
355,sh,"Well, I have been obliged to reconsider it. I had my net drawn
     tightly round Mr. Sholto, sir, when pop he went through a hole in the
     middle of it. He was able to prove an alibi which could not be
     shaken. From the time that he left his brother's room he was never
     out of sight of some one or other. So it could not be he who climbed
     over roofs and through trap-doors. It's a very dark case, and my
     professional credit is at stake. I should be very glad of a little
     assistance."
356,mm,I want to find out something more about a girl called Nora Broad.
357,sh,"we'll talk about it when we've had
     something to eat."
358,hp,"I will help you. I heard what you said to Hastings. That your sister was a bright, happy girl with no men friends. It was—un peu—the opposite that was true, was it not?"
359,mm,"You look a bit rattled like, if you know what I mean."
360,mm,I thought it one of those silly remarks women will make. If there seemed one thing sure on earth it was that Protheroe had written that note.
361,hp,"Even if I were to—kill her, you couldn’t stop me."
362,sh,"All right, Watson, I
     don't intend to meddle."
363,hp,"There’s no reason why women shouldn’t behave like rational beings,"
364,sh,"I was sorry for her, Watson. I thought of her for the moment as I
     would have thought of a daughter of my own. I am not often eloquent.
     I use my head, not my heart. But I really did plead with her with all
     the warmth of words that I could find in my nature. I pictured to her
     the awful position of the woman who only wakes to a man's character
     after she is his wife--a woman who has to submit to be caressed by
     bloody hands and lecherous lips. I spared her nothing--the shame, the
     fear, the agony, the hopelessness of it all. All my hot words could
     not bring one tinge of colour to those ivory cheeks or one gleam of
     emotion to those abstracted eyes. I thought of what the rascal had
     said about a post-hypnotic influence. One could really believe that
     she was living above the earth in some ecstatic dream. Yet there was
     nothing indefinite in her replies."
365,hp,Why did you say that Miss Grey was a liar?
366,sh,"I understand you to say that there
     are three students who use this stair and are in the habit of passing
     your door?"
367,hp,"Yes. The day of the murder was a glorious day, but the day before, remember, there was rain and thick mist. Anyone could come on to the island then without being seen. He had only to go down to the beach and spend the night in the cave. That mist, M. Poirot, is important."
368,mm,"Yes, I call that very interesting. After all, your friend—I mean your Governor—was a man of experience, a man who loved justice. He was a man whom you’d be willing to listen to. Presumably then, you did listen to him."
369,sh,"I had misjudged you. I thank
     Heaven that my compunction at leaving poor Staunton all alone in this
     plight caused me to turn my carriage back, and so to make your
     acquaintance. Knowing as much as you do, the situation is very easily
     explained. A year ago Godfrey Staunton lodged in London for a time,
     and became passionately attached to his landlady's daughter, whom he
     married. She was as good as she was beautiful, and as intelligent as
     she was good. No man need be ashamed of such a wife. But Godfrey was
     the heir to this crabbed old nobleman, and it was quite certain that
     the news of his marriage would have been the end of his inheritance.
     I knew the lad well, and I loved him for his many excellent
     qualities. I did all I could to help him to keep things straight. We
     did our very best to keep the thing from everyone, for when once such
     a whisper gets about it is not long before everyone has heard it.
     Thanks to this lonely cottage and his own discretion, Godfrey has up
     to now succeeded. Their secret was known to no one save to me and to
     one excellent servant who has at present gone for assistance to
     Trumpington. But at last there came a terrible blow in the shape of
     dangerous illness to his wife. It was consumption of the most
     virulent kind. The poor boy was half crazed with grief, and yet he
     had to go to London to play this match, for he could not get out of
     it without explanations which would expose his secret. I tried to
     cheer him up by a wire, and he sent me one in reply imploring me to
     do all I could. This was the telegram which you appear in some
     inexplicable way to have seen. I did not tell him how urgent the
     danger was, for I knew that he could do no good here, but I sent the
     truth to the girl's father, and he very injudiciously communicated it
     to Godfrey. The result was that he came straight away in a state
     bordering on frenzy, and has remained in the same state, kneeling at
     the end of her bed, until this morning death put an end to her
     sufferings. That is all, Mr. Holmes, and I am sure that I can rely
     upon your discretion and that of your friend."
370,hp,"And all the former have frosted glass windows, and one does not play billiards on a fine morning."
371,mm,"how did you come to guess that, Miss Marple?"
372,sh,He and his wife had five hundred pounds each.
373,mm,"Oh, I saw that at once, dear, although I know nothing about motors,"
374,sh,"is upon your side, Dr. Leon
     Sterndale, and not upon mine. As a proof I will tell you some of the
     facts upon which my conclusions are based. Of your return from
     Plymouth, allowing much of your property to go on to Africa, I will
     say nothing save that it first informed me that you were one of the
     factors which had to be taken into account in reconstructing this
     drama--"
375,sh,"We give you best, Holmes. I believe you are the devil himself."
376,sh,"He is, in
     my judgment, the fourth smartest man in London, and for daring I am
     not sure that he has not a claim to be third. I have known something
     of him before."
377,sh,"as to the possibility of
     there being an understanding between the burglar and the servant, and
     this being a note of appointment from one to the other, is an
     ingenious and not entirely impossible supposition. But this writing
     opens up--"
378,mm,There are connections between the two. I want someone to tell me things.
379,mm,"Not quite so large as it used to be,"
380,mm,"There seem to be a lot of Princes and Broads buried here,"
381,hp,You think she had something to do with the murder?
382,hp,You must excuse me. I like attacking established institutions.
383,mm,"Mr. Rafiel would have liked me to have fun,"
384,sh,"Kindly let me have the facts, Mr. Munro,"
385,hp,"It is of no use denying. That is the truth, is it not?"
386,sh,"Lattice-paned, lead framework, three separate windows, one swinging
     on hinge and large enough to admit a man."
387,hp,It is possible that publicity may do what private efforts have failed to do. The whole country now will be looking for A B C.
388,hp,You are quite wrong. He admits the fact.
389,hp,That seems to me all the more reason for telling you.
390,hp,"Sometimes, you know, I do think that maybe we’re going a little too far nowadays. What with all our great discoveries and all the electrical waves there must be in the atmosphere, I do think it leads to a great deal of mental unrest, and I just feel that maybe the time has come for a new message to humanity. I don’t know, M. Poirot, if you’ve ever interested yourself in the prophecies from the Pyramids."
391,mm,And what data are you going to give me to work upon?
392,hp,"You have a word in your language—slick. This crime seemed to me a very slick crime! It made me wonder if, perhaps, it was not a first attempt."
393,sh,"I beg you to have no
     illusions upon the point. Mr. Cummings here would assure you that all
     the cards are at present against us, and that we must do everything
     that is possible if we are to win clear. It would be a cruel
     deception to pretend that you are not in very great danger. Give me
     all the help you can, then, to get at the truth."
394,sh,"Oh, he mentioned his
     name, did he? That was imprudent. What was the name that he
     mentioned?"
395,sh,"Of course there can be no doubt as to the nature of
     this gang."
396,mm,"At twelve twenty-nine we received a telephone call from Mrs. Cresswell, housekeeper to Miss Greenshaw, stating that her mistress had been shot. Sergeant Cayley and myself went out there at once in a car and arrived at the house at twelve thirty-five. We found Miss Greenshaw dead and the two ladies locked in their rooms."
397,sh,"that money is nothing
     to me in this case. You can burn it if it's any use in lighting you
     to the truth. This woman is innocent and this woman has to be
     cleared, and it's up to you to do it. Name your figure!"
398,sh,"for it is natural that he should take a
     keen interest in the details. I am afraid, my dear Colonel, that you
     must regret the hour that you took in such a stormy petrel as I am."
399,hp,"But why not, Mademoiselle? Why should there not be what you call a ‘body’ here on Smugglers’ Island?"
400,hp,"I do not fancy you returned me a truthful answer, mademoiselle,"
401,hp,"that reaction came pretty quickly. That’s a very coolheaded and astute young woman—perfectly capable of holding out on us and still further if she thinks it suits her book. What about Miss Marie Van Schuyler now? I don’t think we can eliminate her from the possible suspects. You know, she might have committed murder to get hold of those jewels. We can’t take the nurse’s word for it. She’s all out to do the best for the family."
402,sh,"but a country doctor, as you very astutely
     observed. I think that I am fairly justified in my inferences. As to
     the adjectives, I said, if I remember right, amiable, unambitious,
     and absent-minded. It is my experience that it is only an amiable man
     in this world who receives testimonials, only an unambitious one who
     abandons a London career for the country, and only an absent-minded
     one who leaves his stick and not his visiting-card after waiting an
     hour in your room."
403,mm,She sent over a very incoherent note—all spidery and underlined. I couldn’t read most of it. Apparently she can’t leave home herself. Hurry up and go across and see her and find out what it is. I’ve got my old women coming in two minutes or I’d come myself. I do hate old women—they tell you about their bad legs and sometimes insist on showing them to you. What luck that the inquest is this afternoon! You won’t have to go and watch the Boys’ Club Cricket Match.
404,mm,though I am not at all cognizant of financial matters myself.
405,hp,"As you yourself have said, what other explanation can there be?"
406,hp,Certainly I did. As soon as I heard of the shocking occurrence I perceived that my statement might be helpful and came forward accordingly.
407,mm,"but the wife went along and saw it last week. Quite well done, she said it was."
408,hp,"We have been idiots—fools! We should have known—then. What did she say? ‘What could I have seen or heard? I was on the deck below. Naturally, if I had been unable to sleep, if I had mounted the stairs, then perhaps I might have seen this assassin, this monster, enter or leave Madame’s cabin, but as it is—’ Of course, that is what did happen! She did come up. She did see someone gliding into Linnet Doyle’s cabin—or coming out of it. And, because of her greed, her insensate greed, she lies here—"
409,hp,is what we are about to find out.
410,hp,"You need not offer apologies, Messieurs. I understand a murder has taken place. Naturally, you must interview all the passengers. I shall be glad to give all the assistance in my power."
411,mm,"Henry Clithering, an old friend of mine—very old friend."
412,hp,"But I’m right about her. She was a clever woman and she was bored and she experimented—with people—like other people experiment with chemicals. She enjoyed working on poor old Johnson’s feelings and seeing her bite on the bullet and control herself like the old sport she is. She liked goading little Mercado into a white-hot frenzy. She liked flicking me on the raw—and she could do it too, every time! She liked finding out things about people and holding it over them. Oh, I don’t mean crude blackmail—I mean just letting them know that she knew—and leaving them uncertain what she meant to do about it. My God, though, that woman was an artist! There was nothing crude about her methods!"
413,sh,I think that it is more than probable--
414,sh,"I think it may be quite possible to keep
     the matter to ourselves, and also to prevent its recurrence now that
     we have a free hand. The key from the watch-chain, Mr. Bennett.
     Macphail will guard the patient and let us know if there is any
     change. Let us see what we can find in the professor's mysterious
     box."
415,mm,"Yes, he had been very crippled for some years,"
416,sh,"I could not have believed
     that you would have descended to this. You have made inquires into
     the history of my unhappy brother, and you now pretend to deduce this
     knowledge in some fanciful way. You cannot expect me to believe that
     you have read all this from his old watch! It is unkind, and, to
     speak plainly, has a touch of charlatanism in it."
417,hp,"Oh, a great many reasons—for one, because the red succeeds the black."
418,mm,I understand—I think you are right. I wish you good luck in the life you are now going to begin.
419,mm,"That, I am sure, was the reason she was coming to you."
420,sh,"by binding you both to absolute secrecy for two years; at the end of
     that time the matter will be of no importance. At present it is not
     too much to say that it is of such weight it may have an influence
     upon European history."
421,mm,And have you discovered the answers to all those things?
422,hp,"Mrs. Doyle’s maid, Louise Bourget. She went to call her mistress as usual, found her dead, and came out and flopped into the steward’s arms in a dead faint. He went to the manager, who came to me. I got hold of Bessner and then came for you."
423,mm,"that you shouldn’t joke about these things as much as you do, Raymond. Arsenic is, of course, quite a possibility. So easy to obtain. Probably present in the toolshed already in the form of weed killer."
424,mm,"I was in a very curious position, Mrs. Bantry. Of evidence as the law understands it, I still have very little. Also, there were certain signs, plain to me as a medical man, that though strong and vigorous in appearance, the lady was not long for this world. I went home with her and saw the rest of the family—a charming family, devoted to their eldest sister and without an idea in their heads that she might prove to have committed a crime. Why bring sorrow on them when I could prove nothing? The lady’s admission to me was unheard by anyone else. I let Nature take its course. Miss Amy Barton died six months after my meeting with her. I have often wondered if she was cheerful and unrepentant up to the last."
425,mm,"Well, you must rest this afternoon, so as to be fresh for tomorrow,"
426,hp,"No, the blood escaped internally into the brain."
427,hp,The handkerchief to begin with. Let us by all means be orderly and methodical.
428,hp,"Didn’t you? Oh, he told me all about it. Poor lad. It’s a great grief
to all the family. They’ve kept him at home so far, but it’s getting
to such a pitch that they’re afraid he’ll have to go into some kind of
institution."
429,hp,"will you let an old man congratulate you
on your courage and your loyalty? And will you not misunderstand me if
I ask you—ask you most solemnly—to postpone the announcement you speak
of for at least two days more?"
430,mm,"I would like to have seen Mr. Rafiel again,"
431,hp,"Ecoutez, Madame. I will recount to you a little history. It is that one day, a month or two ago, I am dining in a restaurant in London. At the table next to me are two people, a man and a girl. They are very happy, so it seems, very much in love. They talk with confidence of the future. It is not that I listen to what is not meant for me; they are quite oblivious of who hears them and who does not. The man’s back is to me, but I can watch the girl’s face. It is very intense. She is in love—heart, soul, and body—and she is not of those who love lightly and often. With her it is clearly the life and the death. They are engaged to be married, these two; that is what I gather; and they talk of where they shall pass the days of their honeymoon. They plan to go to Egypt."
432,mm,"I incline to suspicion of the city gentleman. He’d know the sort of telegram to get the lady out of the way, and he could manage the rest easily enough with the help of a new lady friend. Nobody seems to have thought of asking him for an alibi."
433,mm,"Well, as a matter of fact, I have,"
434,mm,"I really cannot understand the point of what you’re saying. Really,"
435,hp,"La Sainte Sophie, I have heard it is very fine."
436,mm,I dare say it has nothing to do with the murder. But it is a Peculiar Thing. And just at present we all feel we must take notice of Peculiar Things.
437,mm,It’s difficult to know what to think. I can’t see any reason for Lawrence behaving like a perfect idiot.
438,mm,I do hope you will be quite comfortable here. Can I help you to unpack? We have a very nice woman who comes in but she is only here in the morning. But she’ll help you with anything.
439,hp,And think of the place chosen. The very spot for the purpose. The lady goes off in her float. That’s natural enough. It’s what she does every day. She goes round to Pixy Cove where no one ever goes in the morning and which will be a nice quiet place for an interview.
440,mm,how do you do it? You have lived such a peaceful life and yet nothing seems to surprise you.
441,mm,Neither at two thirty nor any other time.
442,mm,"but surely you can’t think that—who on earth would want to roll a boulder down, do that sort of thing? I suppose there are always hooligans about. You know, some young foreigners or students. I really wonder, you know, whether—well—"
443,hp,I demand only your account of your visit. That you refuse it seems to me—what shall we say—a little odd?
444,hp,"It’s a suggestion. After all, the pistol wasn’t anywhere in the cabin. First thing I looked for."
445,hp,"That’s my opinion. She was a very handsome woman, you know, and might easily have had enemies. I think, those letters were written by some spiteful woman. Mrs. Leidner being of a nervous temperament took them seriously."
446,hp,"You shall tell me, ma soeur, exactly what each member of the expedition felt towards Mrs. Leidner."
447,sh,"for you
     have certainly cleared up everything which puzzled us. And here comes
     the country surgeon and Mrs. Rucastle, so I think, Watson, that we
     had best escort Miss Hunter back to Winchester, as it seems to me
     that our locus standi now is rather a questionable one."
448,sh,"My
     reasoning seems to have been pretty sound, Watson."
449,hp,perhaps M. le docteur will come with me to the dead man’s carriage.
450,mm,"Well, I think it’s just possible. That’s all."
451,hp,And she—what do you think she thought of him?
452,hp,"Not so. I am acting in the interests of justice. Miss Ackroyd has
asked me to investigate the death of her uncle."
453,hp,"I do know. Your wife is a very charming, a very accomplished woman. She is, I think, very fond of you."
454,mm,"I found things very difficult, almost impossible. In my mind I was blaming Mr. Rafiel for not having made things clear to me. But I see now that he’d been very wise not to do so. Really, you know, he was extraordinary clever. I can see why he was such a big financier and made so much money so easily. He laid his plans so well. He gave me just enough information in small packets each time. I was, as it were, directed. First my guardian angels were alerted to note what I looked like. Then I was directed on the tour and to the people on it."
455,mm,Is there anything I can do? Look after her?
456,mm,"If you ask me, I say ‘blackmail.’ Seems funny, when you think of what Colonel Protheroe was always supposed to be. But there, you never can tell. He wouldn’t be the first churchwarden who’d led a double life."
457,hp,"Then let us continue our conversation. I have formed the idea that this Donald Fraser has, perhaps, a violent and jealous temper, is that right?"
458,hp,I suppose you have something to be conceited about. Unfortunately crime doesn’t interest me in the least.
459,sh,"The
     august person who employs me wishes his agent to be unknown to you,
     and I may confess at once that the title by which I have just called
     myself is not exactly my own."
460,mm,"I saw her talking to Footit, the butcher, as I passed. Henry Footit was run over yesterday—that was his dog. One of those smooth-haired fox terriers, rather stout and quarrelsome, that butchers always seem to have."
461,hp,"I am repeating what you said just now under your breath. Oh, yes, you did."
462,hp,"Oh, no. No, indeed. I know one far far stronger than I am."
463,sh,Then I think we can disregard him altogether.
464,mm,"That is what I am telling you. Of course there is only one way that poor Sir Richard could have been stabbed, but I do wish I knew what caused him to stumble in the first place. Of course, it might have been a tree root. He would be looking at the girl, of course, and when it is moonlight one does trip over things."
465,mm,"And someone called Miss Bartlett, I think it is, who lives with her—"
466,hp,"Some day, I feel, we’ve got to make a stand and fight it out. Her attitude isn’t reasonable."
467,mm,"Do you know—it’s a curious thing your saying that. Now I come to think back, I believe you’re right. She—yes, she did seem, if anything, to be putting on weight."
468,hp,If I had but the pen of a Balzac! I would depict this scene.
469,sh,"The official detective was attired in a pea-jacket and cravat, which
     gave him a decidedly nautical appearance, and he carried a black
     canvas bag in his hand. With a short greeting he seated himself and
     lit the cigar which had been offered to him."
470,sh,"The ticket would have shown which station was nearest the agent's
     house. Therefore he took it from the murdered man's pocket."
471,hp,"As early as possible, Madame. What did you do when you first got up this morning?"
472,mm,"Oh, but there was nothing in the safe,"
473,hp,it seems to have been done very amateurishly.
474,sh,"that the rider is now undoubtedly
     forcing the pace? There can be no doubt of it. Look at this
     impression, where you get both tyres clear. The one is as deep as the
     other. That can only mean that the rider is throwing his weight on to
     the handle-bar, as a man does when he is sprinting. By Jove! he has
     had a fall."
475,hp,"I understood, sir, that you wished to ask me a few questions about my
late master—private like."
476,sh,"I got your telegram, and I came at the hour you said. I heard that
     you had been down to the office. There was no getting away from you.
     Let's hear the worst. What are you going to do with me? Arrest me?
     Speak out, man! You can't sit there and play with me like a cat with
     a mouse."
477,hp,"All the same it seems hardly credible…Well, we shall see. Let us have the maid here."
478,sh,"When we returned to Mrs. Warren's rooms, the gloom of a London winter
     evening had thickened into one gray curtain, a dead monotone of
     colour, broken only by the sharp yellow squares of the windows and
     the blurred haloes of the gas-lamps. As we peered from the darkened
     sitting-room of the lodging-house, one more dim light glimmered high
     up through the obscurity."
479,mm,they are only probabilities that I am exploring. One does not like to make definite assertions unless one has a little more definite knowledge.
480,hp,Exactly as it happens in the books and on the films—and to make things even easier for us it is marked with an initial.
481,mm,And who’ll stop me from putting an end to you?
482,mm,The kind of man who gets the wrong idea into his head and is obstinate about it. Do you remember Joe Bucknell who used to keep the Blue Boar? Such a to-do about his daughter carrying on with young Bailey. And all the time it was that minx of a wife of his.
483,hp,"That’s my theory, for what it is worth. Now tell me yours."
484,sh,"I take it that you have no theory yourself which can in any
     way account for them?"
485,sh,"The Thursday brought us another letter from our client.

     You will not be surprised, Mr. Holmes [said she] to hear that I am
     leaving Mr. Carruthers's employment. Even the high pay cannot
     reconcile me to the discomforts of my situation. On Saturday I come
     up to town and I do not intend to return. Mr. Carruthers has got a
     trap, and so the dangers of the lonely road, if there ever were any
     dangers, are now over.
     As to the special cause of my leaving, it is not merely the strained
     situation with Mr. Carruthers, but it is the reappearance of that
     odious man, Mr. Woodley. He was always hideous, but he looks more
     awful than ever now, for he appears to have had an accident and he is
     much disfigured. I saw him out of the window, but I am glad to say I
     did not meet him. He had a long talk with Mr. Carruthers, who seemed
     much excited afterwards. Woodley must be staying in the
     neighbourhood, for he did not sleep here, and yet I caught a glimpse
     of him again this morning slinking about in the shrubbery. I would
     sooner have a savage wild animal loose about the place. I loathe and
     fear him more than I can say. How can Mr. Carruthers endure such a
     creature for a moment? However, all my troubles will be over on
     Saturday."
486,hp,"A profoundly untrue statement that women always make,"
487,hp,"It is very respectable, very well dressed, but underneath it is all wrong. Out of my experience, I should say he was the big crook. I give you my opinion for what it is worth."
488,hp,"it is there, in those questions, that the solution lies. If we knew the exact reason—fantastic, perhaps, to us—but logical to him—of why our madman commits these crimes, we should know, perhaps, who the next victim is likely to be."
489,hp,"Your full Christian names and address, Madame. Perhaps you would prefer to write them yourself?"
490,mm,What in my day they used to call ‘having the come hither in your eye.’
491,sh,"I've a friend that's
     interested out Harrow way--you know what I'm meaning--and he don't
     intend to have no buttin' in by you. Got that? You ain't the law, and
     I ain't the law either, and if you come in I'll be on hand also.
     Don't you forget it."
492,sh,"This side, sir. This narrow margin of grass between the path and the
     flower-bed. I can't see the traces now, but they were clear to me
     then."
493,sh,"Kindly summon your men, and I will try."
494,mm,"I don’t suppose there can be any agony so great as what Clotilde has suffered all this time—ten years now—living in eternal sorrow. Living, you see, with the thing she had to live with. She had kept Verity, kept her there at The Old Manor House, in the garden, kept her there for ever. She didn’t realize at first what that meant. Her passionate longing for the girl to be alive again. I don’t think she ever suffered from remorse. I don’t think she had even that consolation. She just suffered—went on suffering year after year. And I know now what Elizabeth Temple meant. Better perhaps than she herself did. Love is a very terrible thing. It is alive to evil, it can be one of the most evil things there can be. And she had to live with that day after day, year after year. I think, you know, that Anthea was frightened of that. I think she knew more clearly the whole time what Clotilde had done and she thought that Clotilde knew that she knew. And she was afraid of what Clotilde might do. Clotilde gave that parcel to Anthea to post, the one with the pullover. She said things to me about Anthea, that she was mentally disturbed, that if she suffered from persecution or jealousy Anthea might do anything. I think—yes—that in the not so distant future—something might have happened to Anthea—an arranged suicide because of a guilty conscience—"
495,hp,"The Surrey police didn’t at first connect her death with that of Nellie Parsons. That’s because they’d pitched on the husband as the guilty party. Don’t quite know why except that he was a bit of what the Press calls a ‘mystery man’—not much known about him—who he was or where he came from. She’d married him against her people’s wishes, she’d a bit of money of her own—and she’d insured her life in his favour—all that was enough to raise suspicion, as I think you’ll agree, sir?"
496,mm,"I’m not sure, but I think Elizabeth Temple did know or was beginning to know what happened. A frightening word, she said. Love. I thought when she spoke that what she meant was that because of a love affair Verity committed suicide. Because she found out something about Michael, or because something about Michael suddenly upset her and revolted her. But it couldn’t have been suicide."
497,hp,"That is, if I’m not to go to Bexhill."
498,sh,"Of course, it is a possible
     supposition that the thief has had a sudden illness--"
499,sh,"Well, good-morning, Mr. Gibson. You have a good deal yet to learn."
500,sh,"When a man's conscience is easy you can't
     rattle him. What is your business in my house?"
501,sh,"If you will take one elbow of the too faithful Dolores, I
     will take the other. There, now,"
502,hp,"Look here, Poirot. You’re a man of the world. What sort of a woman was Mrs. Marshall?"
503,sh,"All great criminals have that. My old
     friend Charlie Peace was a violin virtuoso. Wainwright was no mean
     artist. I could quote many more. Well, Sir James, you will inform
     your client that I am turning my mind upon Baron Gruner. I can say no
     more. I have some sources of information of my own, and I dare say we
     may find some means of opening the matter up."
504,mm,"I am afraid I have counted wrong. Two purl, three plain, slip one, two purl—yes, that’s right. What did you say, dear?"
505,hp,I am looking at the exception. At the one man who did not look up when she passed.
506,hp,"To hell with a civil tongue. I went there on my own business, and
that’s all there is to it. If I was clear away before the murder was
done, that’s all that concerns the cops."
507,mm,"I have always intended, ever since I was a small boy, to live in the country someday and have a garden of my own. I have always been very much attached to flowers. My wife, you know, kept a flower shop. That’s where I saw her first."
508,hp,"Accompany me there in a boat, Mr. Lane. We start immediately."
509,sh,"I have never seen him in a more dangerous mood. But he grows more
     sinister. You can understand now why his daughter and I are alarmed.
     And yet his mind is perfectly clear."
510,sh,"that all the queen's horses and
     all the queen's men cannot avail in this matter."
511,hp,"And I’ll tell you this, M. Poirot. Ruth—my wife—was innocent. That I know with complete and absolute certainty. In the intimacy of our life I could not have been deceived. She was an innocent victim of circumstances."
512,mm,"I only met her on this tour. That’s why I was surprised. We had expressed ideas to each other, occasionally sat next to each other in the coach, and had struck up quite an acquaintanceship. But I was surprised that she should have expressed a wish to see me when she was so ill."
513,mm,"The friend who sent me on this tour and paid all my expenses, is now dead. He was a Mr. Rafiel, a very rich man. Did you by any chance know him?"
514,mm,"Anyway, they were walking along the bottom path, weren’t they? You saw them there, didn’t you?"
